

COLOR_GrasSurface
N042.45.14.879 E002.51.34.674
N042.45.14.596 E002.51.34.424
N042.45.14.308 E002.51.34.233
N042.45.13.986 E002.51.34.097
N042.45.13.650 E002.51.33.987
N042.45.13.300 E002.51.33.950
N042.45.13.012 E002.51.33.942
N042.45.11.844 E002.51.34.087
N042.45.09.431 E002.51.35.058
N042.45.08.186 E002.51.34.874
N042.45.07.424 E002.51.35.913
N042.45.06.676 E002.51.36.890
N042.45.06.356 E002.51.37.310
N042.45.05.918 E002.51.37.821
N042.45.05.297 E002.51.38.513
N042.45.05.185 E002.51.38.663
N042.45.04.179 E002.51.40.561
N042.45.04.105 E002.51.40.695
N042.45.04.017 E002.51.40.798
N042.45.02.748 E002.51.41.825
N042.45.01.591 E002.51.42.752
N042.45.00.523 E002.51.43.613
N042.44.59.582 E002.51.44.422
N042.44.57.814 E002.51.45.969
N042.44.57.224 E002.51.46.487
N042.44.56.836 E002.51.46.751
N042.44.56.011 E002.51.47.281
N042.44.55.621 E002.51.47.548
N042.44.55.266 E002.51.47.860
N042.44.53.073 E002.51.49.700
N042.44.49.549 E002.51.52.650
N042.44.45.043 E002.51.56.441
N042.44.43.004 E002.51.58.058
N042.44.40.063 E002.52.00.466
N042.44.40.276 E002.51.56.924
N042.44.36.111 E002.51.57.110
N042.44.35.958 E002.51.59.284
N042.44.35.071 E002.51.59.305
N042.44.34.589 E002.52.00.227
N042.44.34.197 E002.52.02.504
N042.44.33.954 E002.52.03.447
N042.44.32.839 E002.52.02.889
N042.44.32.306 E002.52.03.374
N042.44.33.151 E002.52.05.492
N042.44.29.477 E002.52.08.482
N042.44.29.238 E002.52.08.431
N042.44.29.008 E002.52.08.273
N042.44.28.828 E002.52.08.095
N042.44.28.676 E002.52.07.731
N042.44.28.594 E002.52.07.313
N042.44.28.322 E002.52.05.487
N042.44.28.214 E002.52.04.813
N042.44.28.119 E002.52.04.402
N042.44.28.008 E002.52.04.045
N042.44.27.863 E002.52.03.547
N042.44.27.758 E002.52.02.951
N042.44.27.734 E002.52.02.440
N042.44.27.727 E002.52.01.928
N042.44.27.790 E002.52.01.056
N042.44.27.795 E002.52.00.782
N042.44.27.782 E002.52.00.534
N042.44.27.734 E002.51.59.628
N042.44.27.733 E002.51.59.371
N042.44.27.775 E002.51.59.084
N042.44.27.844 E002.51.58.524
N042.44.27.951 E002.51.57.783
N042.44.27.841 E002.51.56.771
N042.44.27.751 E002.51.55.876
N042.44.27.602 E002.51.55.326


COLOR_Terrain1
N042.44.37.850 E002.52.02.290
N042.44.38.205 E002.52.02.014
N042.44.38.363 E002.51.59.603
N042.44.39.757 E002.51.59.577
N042.44.39.705 E002.52.00.735
N042.44.40.064 E002.52.00.450
N042.44.40.270 E002.51.56.923
N042.44.36.120 E002.51.57.161
N042.44.35.952 E002.51.59.383
N042.44.37.933 E002.51.59.475


COLOR_Terrain1
N042.44.26.801 E002.51.56.745
N042.44.27.139 E002.51.56.159
N042.44.25.380 E002.51.54.312
N042.44.25.055 E002.51.54.913


COLOR_HardSurface4
N042.45.17.246 E002.51.41.397
N042.45.16.427 E002.51.39.687
N042.45.14.451 E002.51.41.365
N042.45.15.206 E002.51.43.061


COLOR_HardSurface4
N042.44.03.710 E002.52.40.755
N042.44.04.456 E002.52.42.387
N042.44.06.381 E002.52.40.762
N042.44.05.627 E002.52.39.084


COLOR_HardSurface4
N042.44.21.024 E002.51.59.890
N042.44.23.806 E002.51.54.884
N042.44.23.848 E002.51.54.822
N042.44.23.912 E002.51.54.756
N042.44.23.988 E002.51.54.683
N042.44.24.096 E002.51.54.600
N042.44.24.202 E002.51.54.550
N042.44.24.317 E002.51.54.504
N042.44.24.426 E002.51.54.482
N042.44.24.528 E002.51.54.489
N042.44.24.608 E002.51.54.507
N042.44.24.711 E002.51.54.566
N042.44.24.846 E002.51.54.686
N042.44.25.059 E002.51.54.919
N042.44.25.388 E002.51.54.316
N042.44.24.057 E002.51.52.948
N042.44.20.464 E002.51.59.299


COLOR_HardSurface4
N042.44.19.079 E002.52.03.407
N042.44.19.238 E002.52.03.195
N042.44.19.397 E002.52.03.001
N042.44.19.528 E002.52.02.850
N042.44.19.690 E002.52.02.695
N042.44.19.833 E002.52.02.578
N042.44.19.920 E002.52.02.519
N042.44.20.019 E002.52.02.484
N042.44.20.139 E002.52.02.462
N042.44.20.247 E002.52.02.449
N042.44.20.376 E002.52.02.460
N042.44.20.522 E002.52.02.496
N042.44.20.675 E002.52.02.580
N042.44.20.831 E002.52.02.677
N042.44.21.039 E002.52.02.812
N042.44.21.189 E002.52.02.933
N042.44.21.277 E002.52.03.013
N042.44.21.335 E002.52.03.083
N042.44.21.387 E002.52.03.167
N042.44.21.439 E002.52.03.265
N042.44.21.497 E002.52.03.386
N042.44.21.550 E002.52.03.342
N042.44.21.591 E002.52.03.411
N042.44.21.625 E002.52.03.496
N042.44.21.663 E002.52.03.634
N042.44.21.701 E002.52.03.804
N042.44.21.722 E002.52.03.953
N042.44.21.731 E002.52.04.090
N042.44.21.738 E002.52.04.269
N042.44.21.743 E002.52.04.419
N042.44.21.741 E002.52.04.514
N042.44.21.735 E002.52.04.660
N042.44.21.718 E002.52.04.840
N042.44.21.692 E002.52.05.060
N042.44.22.791 E002.52.03.234
N042.44.21.792 E002.52.02.278
N042.44.21.417 E002.52.01.889
N042.44.21.241 E002.52.01.700
N042.44.21.106 E002.52.01.530
N042.44.21.007 E002.52.01.383
N042.44.20.940 E002.52.01.278
N042.44.20.907 E002.52.01.198
N042.44.20.881 E002.52.01.113
N042.44.20.859 E002.52.01.010
N042.44.20.843 E002.52.00.878
N042.44.20.832 E002.52.00.737
N042.44.20.829 E002.52.00.618
N042.44.20.833 E002.52.00.514
N042.44.20.843 E002.52.00.410
N042.44.20.869 E002.52.00.291
N042.44.20.902 E002.52.00.158
N042.44.20.983 E002.51.59.954
N042.44.18.937 E002.52.03.620


COLOR_HardSurface4
N042.44.26.737 E002.52.15.181
N042.44.27.347 E002.52.16.527
