N050.31.24.866 E001.36.46.953 13
N050.30.49.443 E001.37.45.791 31
N050.31.12.100 E001.37.00.833 T1
N050.30.59.101 E001.37.22.558 T2
N050.30.47.152 E001.37.41.506 T3
N050.30.47.072 E001.37.30.161 T3
N050.31.16.540 E001.36.52.143 P1
N050.31.04.349 E001.37.09.885 P2
N050.30.50.705 E001.37.31.489 X
N050.30.52.158 E001.37.35.713 X
N050.30.41.339 E001.37.49.713 X
N050.31.33.647 E001.36.33.677 X
N050.31.27.995 E001.36.42.729 X
