N046.50.59.514 E001.43.06.701 03
N046.52.32.323 E001.44.34.369 21
N046.52.08.097 E001.44.03.166 B
N046.51.39.032 E001.43.34.571 C
N046.51.22.386 E001.43.18.728 D
N046.51.03.098 E001.43.00.373 E
N046.51.29.978 E001.43.42.746 F
N046.50.54.560 E001.43.11.048 G
N046.51.56.227 E001.43.45.439 T2
N046.51.30.333 E001.43.20.399 T3
N046.51.12.471 E001.42.57.987 T4
