COLOR_GrasSurface
N047.57.18.732 E000.12.08.079
N047.57.18.092 E000.12.07.874
N047.57.17.735 E000.12.07.769
N047.57.17.335 E000.12.07.650
N047.57.17.044 E000.12.07.586
N047.57.16.875 E000.12.07.572
N047.57.16.710 E000.12.07.593
N047.57.16.532 E000.12.07.635
N047.57.16.362 E000.12.07.720
N047.57.16.217 E000.12.07.825
N047.57.16.123 E000.12.07.895
N047.57.16.292 E000.12.08.316
N047.57.16.424 E000.12.08.225
N047.57.16.569 E000.12.08.134
N047.57.16.720 E000.12.08.078
N047.57.16.875 E000.12.08.064
N047.57.17.049 E000.12.08.071
N047.57.17.335 E000.12.08.141
N047.57.19.095 E000.12.08.654
N047.57.19.627 E000.12.08.804
N047.57.20.068 E000.12.08.927
N047.57.20.162 E000.12.08.948
N047.57.21.023 E000.12.08.836
N047.57.21.059 E000.12.09.309
N047.57.21.529 E000.12.09.257
N047.57.21.152 E000.12.03.208

COLOR_GrasSurface2
N047.56.41.332 E000.12.00.272
N047.56.41.998 E000.12.00.632
N047.56.42.189 E000.11.59.891
N047.56.41.537 E000.11.59.532

COLOR_GrasSurface2
N047.56.58.210 E000.12.09.567
N047.56.58.685 E000.12.09.831
N047.56.58.891 E000.12.09.091
N047.56.58.416 E000.12.08.816

COLOR_GrasSurface2
N047.56.59.250 E000.12.18.345
N047.56.58.897 E000.12.18.173
N047.56.58.536 E000.12.19.908
N047.57.01.091 E000.12.21.434
N047.57.01.431 E000.12.19.276
N047.57.00.524 E000.12.18.937
N047.57.01.304 E000.12.15.372
N047.57.00.180 E000.12.14.729

COLOR_HardSurface2
N047.56.43.426 E000.11.52.585
N047.56.43.510 E000.11.52.406
N047.56.43.618 E000.11.52.244
N047.56.43.758 E000.11.52.101
N047.56.43.922 E000.11.52.012
N047.56.44.062 E000.11.51.970
N047.56.44.190 E000.11.51.952
N047.56.44.338 E000.11.51.958
N047.56.44.470 E000.11.52.011
N047.56.44.638 E000.11.52.095
N047.56.45.059 E000.11.52.338
N047.56.51.856 E000.11.56.025
N047.56.58.219 E000.11.59.563
N047.56.59.924 E000.12.00.474
N047.57.00.015 E000.12.00.563
N047.57.00.132 E000.12.00.695
N047.57.00.243 E000.12.00.851
N047.57.00.323 E000.12.01.065
N047.57.00.370 E000.12.01.234
N047.57.00.384 E000.12.01.428
N047.57.00.375 E000.12.01.585
N047.57.00.345 E000.12.01.795
N047.57.00.290 E000.12.02.071
N047.56.59.614 E000.12.04.774
N047.56.59.938 E000.12.04.963
N047.57.00.665 E000.12.02.070
N047.57.00.764 E000.12.01.764
N047.57.00.857 E000.12.01.577
N047.57.00.992 E000.12.01.438
N047.57.01.104 E000.12.01.366
N047.57.01.252 E000.12.01.347
N047.57.01.393 E000.12.01.385
N047.57.01.624 E000.12.01.531
N047.57.14.643 E000.12.08.586
N047.57.14.831 E000.12.08.703
N047.57.14.959 E000.12.08.855
N047.57.15.081 E000.12.09.033
N047.57.15.152 E000.12.09.209
N047.57.15.179 E000.12.09.364
N047.57.15.189 E000.12.09.521
N047.57.15.164 E000.12.09.700
N047.57.15.112 E000.12.09.916
N047.57.14.692 E000.12.11.571
N047.57.14.545 E000.12.12.173
N047.57.14.367 E000.12.12.908
N047.57.14.680 E000.12.13.094
N047.57.15.435 E000.12.10.072
N047.57.15.579 E000.12.09.527
N047.57.15.694 E000.12.09.193
N047.57.15.810 E000.12.08.939
N047.57.15.932 E000.12.08.726
N047.57.16.102 E000.12.08.520
N047.57.16.301 E000.12.08.314
N047.57.16.128 E000.12.07.890
N047.57.15.804 E000.12.08.138
N047.57.15.585 E000.12.08.277
N047.57.15.480 E000.12.08.322
N047.57.15.345 E000.12.08.344
N047.57.15.234 E000.12.08.331
N047.57.15.126 E000.12.08.291
N047.57.14.906 E000.12.08.167
N047.57.05.844 E000.12.03.184
N047.57.05.557 E000.12.03.011
N047.57.05.402 E000.12.02.872
N047.57.05.289 E000.12.02.732
N047.57.05.203 E000.12.02.569
N047.57.05.149 E000.12.02.405
N047.57.05.119 E000.12.02.246
N047.57.05.106 E000.12.02.086
N047.57.05.126 E000.12.01.950
N047.57.05.162 E000.12.01.794
N047.57.05.226 E000.12.01.540
N047.57.05.455 E000.12.00.634
N047.57.05.001 E000.12.00.380
N047.57.04.983 E000.12.00.453
N047.57.04.946 E000.12.00.605
