N044.24.34.715 E002.29.01.665 1
N044.24.33.695 E002.29.04.405 2
N044.24.31.885 E002.29.05.900 3
N044.24.32.295 E002.29.05.955 4
N044.24.32.875 E002.29.06.600 5
N044.24.30.645 E002.29.07.655 7
N044.24.31.145 E002.29.08.805 8
N044.24.31.634 E002.29.08.765 9
N044.24.41.260 E002.28.55.250 Hangar
N044.24.34.690 E002.29.06.880 Hangar
N044.24.41.925 E002.28.53.095 AVT
N044.24.37.505 E002.29.01.415 TWR
N044.24.38.565 E002.28.59.735 Terminal
