COLOR_GrasSurface
N049.27.26.738 E002.06.34.684
N049.27.25.588 E002.06.33.762
N049.27.25.684 E002.06.33.927
N049.27.25.746 E002.06.34.039
N049.27.25.789 E002.06.34.161
N049.27.25.805 E002.06.34.285
N049.27.25.811 E002.06.34.424
N049.27.25.803 E002.06.34.518
N049.27.25.780 E002.06.34.622
N049.27.25.740 E002.06.34.743
N049.27.19.680 E002.06.48.770
N049.27.19.603 E002.06.48.871
N049.27.19.527 E002.06.48.928
N049.27.19.444 E002.06.48.960
N049.27.19.350 E002.06.48.974
N049.27.19.235 E002.06.48.955
N049.27.19.795 E002.06.49.616
N049.27.19.874 E002.06.49.325

COLOR_Terrain1
N049.27.29.671 E002.06.17.886
N049.27.29.721 E002.06.17.902
N049.27.29.769 E002.06.17.951
N049.27.29.794 E002.06.18.005
N049.27.29.805 E002.06.18.053
N049.27.29.793 E002.06.18.144
N049.27.29.757 E002.06.18.284
N049.27.29.702 E002.06.18.515
N049.27.29.613 E002.06.19.036
N049.27.29.276 E002.06.20.720
N049.27.28.967 E002.06.22.202
N049.27.28.586 E002.06.24.027
N049.27.28.445 E002.06.24.662
N049.27.28.303 E002.06.25.226
N049.27.27.990 E002.06.26.436
N049.27.26.577 E002.06.32.071
N049.27.26.328 E002.06.32.932
N049.27.26.283 E002.06.33.037
N049.27.26.230 E002.06.33.085
N049.27.26.158 E002.06.33.115
N049.27.26.095 E002.06.33.132
N049.27.26.012 E002.06.33.135
N049.27.25.883 E002.06.33.130
N049.27.26.839 E002.06.33.881
N049.27.26.745 E002.06.33.735
N049.27.26.688 E002.06.33.628
N049.27.26.662 E002.06.33.514
N049.27.26.649 E002.06.33.408
N049.27.26.647 E002.06.33.303
N049.27.26.681 E002.06.33.118
N049.27.26.727 E002.06.32.888
N049.27.26.987 E002.06.31.882
N049.27.28.639 E002.06.25.421
N049.27.28.859 E002.06.24.474
N049.27.29.093 E002.06.23.324
N049.27.29.745 E002.06.20.225
N049.27.30.029 E002.06.18.918
N049.27.30.110 E002.06.18.512
N049.27.30.159 E002.06.18.327
N049.27.30.199 E002.06.18.185
N049.27.30.247 E002.06.18.058
N049.27.30.506 E002.06.17.465
N049.27.30.595 E002.06.17.208
N049.27.29.520 E002.06.17.896

COLOR_Terrain1		   
N049.27.13.394 E002.06.38.490
N049.27.15.926 E002.06.41.026
N049.27.16.261 E002.06.41.449
N049.27.16.396 E002.06.41.653
N049.27.16.511 E002.06.41.873
N049.27.16.853 E002.06.41.276
N049.27.16.501 E002.06.41.115
N049.27.16.367 E002.06.41.006
N049.27.15.779 E002.06.40.440
N049.27.14.802 E002.06.39.460
N049.27.13.537 E002.06.38.175
N049.27.13.547 E002.06.38.186
N049.27.13.346 E002.06.37.968
N049.27.13.203 E002.06.37.749
N049.27.13.075 E002.06.37.506
N049.27.12.997 E002.06.37.313
N049.27.12.901 E002.06.37.020
N049.27.12.844 E002.06.36.768
N049.27.12.797 E002.06.36.456
N049.27.12.781 E002.06.36.197
N049.27.12.790 E002.06.35.782
N049.27.12.821 E002.06.34.868
N049.27.12.899 E002.06.33.665
N049.27.12.932 E002.06.33.264
N049.27.12.982 E002.06.32.959
N049.27.13.052 E002.06.32.662
N049.27.13.116 E002.06.32.427
N049.27.13.204 E002.06.32.166
N049.27.13.753 E002.06.30.918
N049.27.13.603 E002.06.31.259
N049.27.14.005 E002.06.30.626
N049.27.13.690 E002.06.30.392
N049.27.13.403 E002.06.31.048
N049.27.12.915 E002.06.32.168
N049.27.12.826 E002.06.32.415
N049.27.12.751 E002.06.32.706
N049.27.12.690 E002.06.32.989
N049.27.12.655 E002.06.33.345
N049.27.12.559 E002.06.35.279
N049.27.12.527 E002.06.36.824
N049.27.12.549 E002.06.37.067
N049.27.12.606 E002.06.37.387
N049.27.12.668 E002.06.37.586
N049.27.12.737 E002.06.37.777
N049.27.12.836 E002.06.37.915

COLOR_HardSurface4
N049.27.26.203 E002.07.00.868
N049.27.26.053 E002.07.01.142
N049.27.26.352 E002.07.01.583
N049.27.26.344 E002.07.01.914
N049.27.43.202 E002.07.24.698
N049.27.44.106 E002.07.23.101
N049.27.43.942 E002.07.22.851
N049.27.44.010 E002.07.22.684
N049.27.27.195 E002.06.59.751
N049.27.26.968 E002.06.59.346
N049.27.26.861 E002.06.58.895
N049.27.26.844 E002.06.58.462
N049.27.26.919 E002.06.58.083
N049.27.27.083 E002.06.57.603
N049.27.24.181 E002.06.58.060

COLOR_HardSurface2
N049.27.13.999 E002.06.30.623
N049.27.14.488 E002.06.29.479
N049.27.14.595 E002.06.29.433
N049.27.14.688 E002.06.29.408
N049.27.14.805 E002.06.29.398
N049.27.14.921 E002.06.29.411
N049.27.15.031 E002.06.29.458
N049.27.15.140 E002.06.29.527
N049.27.15.352 E002.06.29.683
N049.27.15.586 E002.06.29.894
N049.27.15.953 E002.06.30.263
N049.27.16.680 E002.06.31.001
N049.27.16.842 E002.06.30.593
N049.27.16.220 E002.06.29.943
N049.27.15.713 E002.06.29.425
N049.27.15.474 E002.06.29.136
N049.27.15.297 E002.06.28.887
N049.27.15.213 E002.06.28.724
N049.27.15.154 E002.06.28.536
N049.27.15.099 E002.06.28.287
N049.27.15.064 E002.06.27.999
N049.27.15.758 E002.06.26.278
N049.27.16.015 E002.06.25.719
N049.27.17.091 E002.06.23.240
N049.27.17.466 E002.06.22.317
N049.27.17.542 E002.06.22.115
N049.27.17.588 E002.06.21.900
N049.27.17.596 E002.06.21.686
N049.27.17.588 E002.06.21.477
N049.27.17.555 E002.06.21.177
N049.27.17.536 E002.06.20.946
N049.27.17.675 E002.06.20.488
N049.27.17.482 E002.06.20.295
N049.27.17.433 E002.06.20.318
N049.27.17.163 E002.06.20.134
N049.27.17.140 E002.06.20.056
N049.27.17.134 E002.06.19.936
N049.27.17.143 E002.06.19.817
N049.27.17.161 E002.06.19.728
N049.27.17.292 E002.06.19.357
N049.27.17.374 E002.06.19.138
N049.27.17.523 E002.06.18.825
N049.27.17.776 E002.06.18.272
N049.27.17.413 E002.06.17.858
N049.27.16.071 E002.06.20.710
N049.27.16.574 E002.06.21.240
N049.27.16.672 E002.06.21.323
N049.27.16.743 E002.06.21.364
N049.27.16.797 E002.06.21.368
N049.27.16.800 E002.06.21.368
N049.27.16.872 E002.06.21.351
N049.27.16.908 E002.06.21.335
N049.27.16.996 E002.06.21.577
N049.27.17.052 E002.06.21.783
N049.27.17.102 E002.06.21.957
N049.27.17.121 E002.06.22.109
N049.27.17.126 E002.06.22.256
N049.27.17.102 E002.06.22.457
N049.27.17.007 E002.06.22.770
N049.27.13.734 E002.06.30.308

COLOR_HardSurface2
N049.27.00.433 E002.07.36.390
N049.27.00.396 E002.07.36.829
N049.27.00.320 E002.07.37.296
N049.27.00.178 E002.07.37.857
N049.27.00.015 E002.07.38.445
N049.26.59.758 E002.07.39.165
N049.26.59.490 E002.07.39.802
N049.26.56.954 E002.07.45.628
N049.26.54.526 E002.07.51.238
N049.26.52.935 E002.07.54.849
N049.26.52.173 E002.07.56.529
N049.26.51.887 E002.07.57.100
N049.26.51.694 E002.07.57.417
N049.26.51.465 E002.07.57.718
N049.26.51.218 E002.07.57.956
N049.26.51.012 E002.07.58.105
N049.26.50.690 E002.07.58.252
N049.26.50.301 E002.07.58.362
N049.26.50.337 E002.07.59.250
N049.26.50.374 E002.07.59.247
N049.26.50.605 E002.07.59.196
N049.26.50.859 E002.07.59.119
N049.26.51.077 E002.07.59.040
N049.26.51.365 E002.07.58.856
N049.26.51.638 E002.07.58.636
N049.26.51.893 E002.07.58.360
N049.26.52.107 E002.07.58.082
N049.26.52.318 E002.07.57.732
N049.26.52.555 E002.07.57.296
N049.27.00.230 E002.07.39.635
N049.27.00.506 E002.07.38.862
N049.27.00.657 E002.07.38.378
N049.27.00.761 E002.07.37.978
N049.27.00.886 E002.07.37.400
N049.27.00.954 E002.07.37.014
N049.27.00.980 E002.07.36.694
N049.27.00.998 E002.07.36.351
N049.27.01.039 E002.07.35.312
N049.27.00.488 E002.07.35.261

COLOR_HardSurface2
N049.27.38.036 E002.07.13.540
N049.27.38.954 E002.07.11.938
N049.27.39.059 E002.07.11.771
N049.27.39.175 E002.07.11.633
N049.27.38.983 E002.07.11.360
N049.27.37.864 E002.07.13.300

COLOR_HardSurface2
N049.27.45.207 E002.07.20.927
N049.27.45.028 E002.07.20.687
N049.27.44.275 E002.07.21.994
