COLOR_Water
N043.40.30.125 E007.19.42.902
N043.40.29.114 E007.19.51.801
N043.40.31.537 E007.20.00.509
N043.40.38.255 E007.20.05.468
N043.40.45.979 E007.20.06.670
N043.40.46.265 E007.20.06.671
N043.40.58.282 E007.20.05.509
N043.40.58.569 E007.20.05.311
N043.40.59.713 E007.20.05.116
N043.41.09.011 E007.20.05.728
N043.41.11.889 E007.20.10.172
N043.41.11.027 E007.20.17.070
N043.41.09.025 E007.20.22.783
N043.41.01.749 E007.20.27.892
N043.41.00.603 E007.20.33.212
N043.41.05.154 E007.20.42.487
N043.41.10.695 E007.20.57.875
N043.41.13.261 E007.20.57.881
N043.41.14.551 E007.20.51.970
N043.41.14.274 E007.20.44.676
N043.41.11.145 E007.20.38.952
N043.41.09.584 E007.20.33.035
N043.41.13.298 E007.20.25.946
N043.41.17.439 E007.20.19.055
N043.41.20.865 E007.20.14.528
N043.41.21.293 E007.20.14.332
N043.41.28.572 E007.20.05.869
N043.41.32.425 E007.20.02.328
N043.41.36.844 E007.20.02.139
N043.41.40.552 E007.20.01.358
N043.41.46.276 E007.19.58.633
N043.41.51.231 E007.19.53.343
N043.42.03.370 E007.19.48.730
N043.42.09.277 E007.19.49.184
N043.42.54.310 E007.19.40.656
N043.46.03.058 E007.16.43.206
N043.40.39.414 E007.05.18.202
N043.37.17.226 E007.07.52.552
N043.37.49.848 E007.08.08.806
N043.38.21.086 E007.08.31.137
N043.38.43.473 E007.08.49.119
N043.38.59.239 E007.09.05.382
N043.39.10.567 E007.09.21.862
N043.39.19.526 E007.09.41.795
N043.39.19.189 E007.09.42.089
N043.39.18.457 E007.09.42.548
N043.39.18.452 E007.09.43.154
N043.39.18.866 E007.09.43.210
N043.39.19.178 E007.09.42.804
N043.39.19.601 E007.09.42.670
N043.39.20.016 E007.09.43.189
N043.39.20.488 E007.09.44.182
N043.39.20.975 E007.09.45.931
N043.39.21.282 E007.09.47.559
N043.39.21.069 E007.09.47.810
N043.39.20.778 E007.09.47.786
N043.39.20.349 E007.09.47.838
N043.39.20.296 E007.09.48.494
N043.39.20.776 E007.09.48.614
N043.39.21.104 E007.09.48.256
N043.39.21.326 E007.09.48.395
N043.39.21.564 E007.09.48.856
N043.39.22.184 E007.09.50.423
N043.39.23.315 E007.09.53.666
N043.39.24.128 E007.09.55.642
N043.39.24.935 E007.09.57.498
N043.39.25.250 E007.09.58.358
N043.39.25.166 E007.09.59.252
N043.39.24.666 E007.09.59.321
N043.39.24.915 E007.10.00.141
N043.39.25.536 E007.09.59.998
N043.39.26.379 E007.10.02.174
N043.39.26.757 E007.10.05.390
N043.39.25.924 E007.10.05.384
N043.39.25.892 E007.10.06.103
N043.39.26.394 E007.10.05.988
N043.39.26.683 E007.10.06.440
N043.39.26.734 E007.10.08.116
N043.39.26.527 E007.10.12.053
N043.39.25.280 E007.10.16.283
N043.39.24.153 E007.10.16.468
N043.39.24.183 E007.10.17.273
N043.39.25.370 E007.10.17.835
N043.39.22.447 E007.10.22.170

COLOR_Landmark2
N043.40.24.907 E007.13.46.418
N043.40.25.185 E007.13.46.881
N043.40.26.848 E007.13.48.304
N043.40.26.908 E007.13.48.383
N043.40.27.016 E007.13.48.526
N043.40.27.075 E007.13.48.574
N043.40.27.133 E007.13.48.622
N043.40.30.441 E007.13.51.861
N043.40.32.103 E007.13.52.864
N043.40.33.954 E007.13.53.120
N043.40.35.231 E007.13.53.273
N043.40.35.294 E007.13.53.254
N043.40.36.203 E007.13.53.229
N043.40.37.321 E007.13.52.679
N043.40.37.651 E007.13.52.430
N043.40.37.692 E007.13.52.371
N043.40.38.567 E007.13.51.652
N043.40.38.581 E007.13.51.632
N043.40.39.144 E007.13.51.101
N043.40.39.186 E007.13.51.043
N043.40.39.708 E007.13.50.576
N043.40.40.259 E007.13.50.374
N043.40.40.289 E007.13.50.371
N043.40.40.732 E007.13.50.326
N043.40.40.762 E007.13.50.323
N043.40.41.376 E007.13.50.352
N043.40.41.785 E007.13.50.441
N043.40.42.045 E007.13.50.544
N043.40.41.961 E007.13.50.920
N043.40.42.094 E007.13.51.158
N043.40.42.301 E007.13.51.184
N043.40.42.407 E007.13.50.667
N043.40.42.512 E007.13.50.299
N043.40.42.872 E007.13.50.048
N043.40.43.381 E007.13.50.402
N043.40.43.408 E007.13.50.403
N043.40.44.006 E007.13.51.133
N043.40.43.822 E007.13.51.890
N043.40.43.351 E007.13.52.234
N043.40.42.805 E007.13.51.969
N043.40.42.791 E007.13.51.949
N043.40.42.394 E007.13.51.658
N043.40.42.302 E007.13.52.075
N043.40.42.728 E007.13.52.514
N043.40.43.375 E007.13.52.977
N043.40.43.786 E007.13.52.597
N043.40.44.183 E007.13.52.285
N043.40.44.707 E007.13.52.635
N043.40.45.509 E007.13.52.236
N043.40.46.678 E007.13.53.118
N043.40.48.378 E007.13.54.177
N043.40.50.162 E007.13.55.752
N043.40.54.823 E007.14.00.502
N043.40.55.152 E007.14.00.820
N043.40.55.278 E007.14.00.873
N043.41.07.041 E007.14.13.936
N043.41.29.834 E007.14.10.839
N043.40.03.571 E007.10.03.452
N043.39.27.599 E007.10.18.056
N043.39.27.403 E007.10.18.040
N043.39.24.105 E007.10.19.625
N043.39.23.175 E007.10.14.889
N043.39.22.373 E007.10.17.272
N043.39.22.217 E007.10.20.853
N043.39.21.690 E007.10.24.710
N043.39.21.101 E007.10.28.850
N043.39.21.612 E007.10.31.870
N043.39.20.129 E007.10.32.274
N043.39.19.557 E007.10.33.747
N043.39.20.761 E007.10.34.284
N043.39.22.132 E007.10.37.089
N043.39.21.775 E007.10.42.098
N043.39.21.651 E007.10.42.334
N043.39.19.506 E007.10.46.441
N043.39.19.077 E007.10.50.992
N043.39.20.168 E007.10.51.235
N043.39.22.346 E007.10.50.580
N043.39.24.358 E007.10.56.811
N043.39.25.378 E007.11.03.094
N043.39.25.409 E007.11.03.584
N043.39.25.665 E007.11.07.015
N043.39.24.950 E007.11.08.298
N043.39.22.408 E007.11.08.683
N043.39.21.264 E007.11.09.719
N043.39.22.286 E007.11.10.298
N043.39.23.474 E007.11.11.112
N043.39.24.128 E007.11.10.814
N043.39.25.006 E007.11.10.813
N043.39.26.220 E007.11.12.639
N043.39.26.496 E007.11.14.213
N043.39.26.976 E007.11.16.279
N043.39.27.131 E007.11.17.705
N043.39.26.292 E007.11.19.302
N043.39.24.915 E007.11.19.134
N043.39.24.715 E007.11.20.984
N043.39.25.670 E007.11.21.197
N043.39.26.932 E007.11.21.388
N043.39.27.804 E007.11.21.681
N043.39.28.058 E007.11.22.588
N043.39.28.113 E007.11.24.057
N043.39.28.150 E007.11.26.818
N043.39.28.120 E007.11.26.873
N043.39.27.893 E007.11.28.993
N043.39.27.933 E007.11.30.084
N043.39.27.778 E007.11.31.289
N043.39.26.642 E007.11.31.725
N043.39.25.895 E007.11.31.518
N043.39.25.662 E007.11.32.390
N043.39.26.341 E007.11.32.464
N043.39.27.380 E007.11.32.611
N043.39.27.984 E007.11.32.700
N043.39.28.384 E007.11.33.568
N043.39.28.624 E007.11.37.091
N043.39.28.680 E007.11.39.516
N043.39.27.419 E007.11.43.296
N043.39.27.380 E007.11.43.511
N043.39.26.583 E007.11.46.417
N043.39.25.998 E007.11.48.694
N043.39.25.031 E007.11.50.337
N043.39.23.106 E007.11.52.991
N043.39.23.037 E007.11.53.040
N043.39.22.363 E007.11.53.641
N043.39.21.522 E007.11.53.758
N043.39.21.156 E007.11.52.932
N043.39.21.505 E007.11.51.780
N043.39.22.030 E007.11.50.833
N043.39.22.376 E007.11.50.709
N043.39.22.808 E007.11.50.428
N043.39.22.860 E007.11.49.847
N043.39.22.499 E007.11.49.644
N043.39.21.688 E007.11.50.461
N043.39.20.670 E007.11.51.736
N043.39.19.966 E007.11.53.618
N043.39.20.183 E007.11.55.237
N043.39.20.376 E007.11.55.935
N043.39.22.199 E007.11.57.641
N043.39.23.953 E007.11.58.800
N043.39.25.846 E007.11.59.741
N043.39.25.913 E007.11.59.763
N043.39.27.557 E007.12.00.329
N043.39.28.956 E007.12.01.178
N043.39.30.372 E007.12.01.731
N043.39.31.553 E007.12.02.340
N043.39.32.477 E007.12.02.468
N043.39.33.315 E007.12.02.306
N043.39.34.495 E007.12.02.191
N043.39.35.200 E007.12.02.174
N043.39.35.909 E007.12.01.919
N043.39.37.003 E007.12.01.662
N043.39.37.854 E007.12.01.739
N043.39.37.930 E007.12.01.701
N043.39.38.968 E007.12.01.369
N043.39.40.118 E007.12.00.977
N043.39.40.793 E007.12.00.634
N043.39.41.807 E007.12.00.189
N043.39.42.612 E007.11.59.008
N043.39.43.415 E007.11.57.954
N043.39.43.913 E007.11.57.210
N043.39.44.945 E007.11.55.857
N043.39.48.486 E007.11.54.022
N043.39.48.789 E007.11.54.915
N043.39.49.600 E007.11.57.075
N043.39.50.299 E007.11.58.712
N043.39.48.954 E007.11.59.218
N043.39.47.668 E007.11.59.329
N043.39.45.203 E007.11.59.835
N043.39.43.496 E007.12.01.116
N043.39.40.901 E007.12.03.298
N043.39.38.380 E007.12.04.705
N043.39.34.911 E007.12.05.444
N043.39.29.684 E007.12.05.836
N043.39.27.913 E007.12.05.860
N043.39.22.436 E007.12.05.748
N043.39.21.557 E007.12.07.494
N043.40.11.708 E007.13.28.739

COLOR_GrasSurface3
N043.40.24.784 E007.13.44.241
N043.40.25.351 E007.13.42.481
N043.40.25.258 E007.13.39.221
N043.40.24.361 E007.13.39.055
N043.40.22.890 E007.13.39.018
N043.39.49.526 E007.12.54.068
N043.39.46.394 E007.12.27.447
N043.39.33.894 E007.12.29.577
N043.39.25.217 E007.12.10.489
N043.39.22.039 E007.12.06.079
N043.39.20.642 E007.12.05.578
N043.39.17.085 E007.12.04.229
N043.39.15.231 E007.12.03.529
N043.39.14.731 E007.12.03.369
N043.39.14.116 E007.12.03.243
N043.39.13.656 E007.12.03.253
N043.39.12.900 E007.12.03.331
N043.39.11.767 E007.12.03.816
N043.39.10.668 E007.12.04.598
N043.39.10.079 E007.12.05.210
N043.39.04.403 E007.12.13.114
N043.39.04.026 E007.12.12.661
N043.39.03.878 E007.12.12.579
N043.39.03.673 E007.12.12.622
N043.39.02.916 E007.12.12.824
N043.39.02.645 E007.12.12.890
N043.39.02.292 E007.12.12.857
N043.39.01.900 E007.12.12.731
N043.39.01.543 E007.12.12.460
N043.39.01.183 E007.12.12.099
N043.38.54.499 E007.12.02.742
N043.38.53.663 E007.12.01.641
N043.38.52.856 E007.12.00.585
N043.38.52.239 E007.11.59.617
N043.38.51.695 E007.11.58.941
N043.38.51.035 E007.11.58.434
N043.38.50.163 E007.11.58.043
N043.38.49.351 E007.11.58.017
N043.38.48.420 E007.11.58.220
