COLOR_GrasSurface
N043.12.13.140 E006.28.29.044
N043.12.13.131 E006.28.29.167

COLOR_Stopbar
N043.12.10.989 E006.28.29.231
N043.12.11.681 E006.28.30.996
N043.12.11.735 E006.28.30.986
N043.12.11.028 E006.28.29.170

COLOR_Stopbar
N043.12.14.705 E006.28.38.757
N043.12.14.953 E006.28.39.400
N043.12.14.994 E006.28.39.369
N043.12.14.750 E006.28.38.729
