COLOR_GrasSurface
N044.24.09.330 E002.29.32.560
N044.24.09.382 E002.29.32.160
N044.24.09.475 E002.29.31.818
N044.24.09.565 E002.29.31.559
N044.24.26.357 E002.29.02.551
N044.24.26.711 E002.29.02.188
N044.24.27.090 E002.29.01.964
N044.24.27.400 E002.29.01.905
N044.24.27.724 E002.29.01.890
N044.24.28.020 E002.29.01.981
N044.24.28.276 E002.29.02.155
N044.24.28.640 E002.29.02.525
N044.24.28.967 E002.29.02.931
N044.24.29.440 E002.29.02.114
N044.24.28.840 E002.29.01.457
N044.24.28.679 E002.29.01.215
N044.24.28.535 E002.29.00.866
N044.24.28.435 E002.29.00.503
N044.24.28.369 E002.29.00.047
N044.24.28.373 E002.28.59.608
N044.24.28.460 E002.28.59.104
N044.24.28.629 E002.28.58.613

COLOR_Building
N044.24.31.867 E002.29.12.219
N044.24.32.399 E002.29.12.782
N044.24.32.711 E002.29.12.215
N044.24.32.198 E002.29.11.656

COLOR_Building
N044.24.32.411 E002.29.08.819
N044.24.32.278 E002.29.09.062
N044.24.32.464 E002.29.09.257
N044.24.32.124 E002.29.09.863
N044.24.32.662 E002.29.10.448
N044.24.33.138 E002.29.09.594

COLOR_Building
N044.24.33.166 E002.29.08.394
N044.24.33.948 E002.29.09.227
N044.24.34.063 E002.29.09.056
N044.24.34.234 E002.29.09.225
N044.24.34.787 E002.29.08.256
N044.24.35.065 E002.29.08.554
N044.24.35.986 E002.29.06.921
N044.24.34.517 E002.29.05.288
N044.24.33.671 E002.29.06.739
N044.24.33.940 E002.29.07.051

COLOR_Building
N044.24.35.377 E002.29.04.022
N044.24.35.765 E002.29.04.410
N044.24.36.213 E002.29.03.638
N044.24.36.382 E002.29.03.615
N044.24.36.457 E002.29.03.510
N044.24.36.448 E002.29.03.433
N044.24.36.346 E002.29.03.441
N044.24.36.327 E002.29.03.084
N044.24.36.232 E002.29.03.091
N044.24.36.040 E002.29.02.901

COLOR_Building
N044.24.36.624 E002.29.01.931
N044.24.36.402 E002.29.02.335
N044.24.36.287 E002.29.02.230
N044.24.36.120 E002.29.02.517
N044.24.36.216 E002.29.02.605
N044.24.36.091 E002.29.02.859
N044.24.36.492 E002.29.03.269
N044.24.36.660 E002.29.03.222
N044.24.36.653 E002.29.02.681
N044.24.36.779 E002.29.02.643
N044.24.36.875 E002.29.02.549
N044.24.37.082 E002.29.02.128

COLOR_Building
N044.24.39.313 E002.28.59.113
N044.24.39.773 E002.28.58.255
N044.24.39.055 E002.28.57.436
N044.24.36.493 E002.29.01.827
N044.24.36.816 E002.29.02.145
N044.24.37.116 E002.29.02.159
N044.24.37.162 E002.29.02.971
N044.24.38.030 E002.29.01.480
N044.24.37.913 E002.29.01.363
N044.24.38.093 E002.29.01.030
N044.24.38.244 E002.29.01.183
N044.24.38.541 E002.29.00.911
N044.24.38.771 E002.29.00.625
N044.24.38.989 E002.29.00.278
N044.24.39.174 E002.28.59.916
N044.24.39.335 E002.28.59.504
N044.24.39.423 E002.28.59.230

COLOR_Building
N044.24.40.140 E002.28.56.356
N044.24.40.885 E002.28.57.111
N044.24.42.096 E002.28.55.032
N044.24.41.927 E002.28.54.843
N044.24.42.352 E002.28.54.088
N044.24.41.813 E002.28.53.488

COLOR_Stopbar
N044.24.28.917 E002.29.02.879
N044.24.28.986 E002.29.02.953
N044.24.29.462 E002.29.02.137
N044.24.29.396 E002.29.02.062
