COLOR_GrasSurface
N046.10.37.044 W001.11.44.372
N046.10.37.278 W001.11.43.841
N046.10.37.344 W001.11.43.691
N046.10.37.366 W001.11.43.634
N046.10.36.941 W001.11.43.664
N046.10.36.769 W001.11.43.670
N046.10.36.642 W001.11.43.687
N046.10.36.561 W001.11.43.705
N046.10.36.497 W001.11.43.725
N046.10.36.442 W001.11.43.751
N046.10.36.390 W001.11.43.780
N046.10.36.357 W001.11.43.811
N046.10.36.333 W001.11.43.836
N046.10.36.039 W001.11.43.229
N046.10.36.093 W001.11.43.151
N046.10.36.152 W001.11.43.064
N046.10.36.206 W001.11.42.975
N046.10.36.254 W001.11.42.871
N046.10.36.292 W001.11.42.758
N046.10.36.318 W001.11.42.619
N046.10.36.335 W001.11.42.480
N046.10.36.339 W001.11.42.342
N046.10.36.334 W001.11.42.214
N046.10.36.319 W001.11.42.098
N046.10.36.291 W001.11.41.976
N046.10.36.256 W001.11.41.869
N046.10.36.220 W001.11.41.777
N046.10.36.203 W001.11.41.740
N046.10.35.924 W001.11.32.648
N046.10.37.070 W001.11.32.553
N046.10.37.330 W001.11.40.907
N046.10.37.348 W001.11.41.251
N046.10.37.358 W001.11.41.402
N046.10.37.374 W001.11.41.528
N046.10.37.396 W001.11.41.609
N046.10.37.442 W001.11.41.740
N046.10.37.496 W001.11.41.878
N046.10.37.546 W001.11.41.984
N046.10.37.609 W001.11.42.081
N046.10.37.673 W001.11.42.159
N046.10.37.741 W001.11.42.242
N046.10.37.808 W001.11.42.314
N046.10.37.881 W001.11.42.379
N046.10.37.978 W001.11.42.439
N046.10.38.072 W001.11.42.484
N046.10.38.182 W001.11.42.500
N046.10.38.531 W001.11.42.512
N046.10.38.772 W001.11.42.504
N046.10.40.255 W001.11.42.404
N046.10.40.292 W001.11.43.449
 
COLOR_HardSurface2
N046.10.27.385 W001.11.30.932
N046.10.27.349 W001.11.30.711
N046.10.27.344 W001.11.30.482
N046.10.27.303 W001.11.28.483
N046.10.27.268 W001.11.28.301
N046.10.27.222 W001.11.28.154
N046.10.27.147 W001.11.28.030
N046.10.26.715 W001.11.27.385
N046.10.26.616 W001.11.24.456
N046.10.26.875 W001.11.24.415
N046.10.26.884 W001.11.24.833
N046.10.27.101 W001.11.24.828
N046.10.27.104 W001.11.25.034
N046.10.26.901 W001.11.25.044
N046.10.26.964 W001.11.27.078
N046.10.26.993 W001.11.27.256
N046.10.27.077 W001.11.27.408
N046.10.27.190 W001.11.27.612
N046.10.27.418 W001.11.27.967
N046.10.27.496 W001.11.28.201
N046.10.27.535 W001.11.28.448
N046.10.27.613 W001.11.30.670
N046.10.27.616 W001.11.30.837
N046.10.27.651 W001.11.30.969
N046.10.28.383 W001.11.32.937
N046.10.28.457 W001.11.33.138
N046.10.28.583 W001.11.33.257
N046.10.28.771 W001.11.33.308
N046.10.28.884 W001.11.33.314
N046.10.29.046 W001.11.33.283
N046.10.28.327 W001.11.33.800
N046.10.27.441 W001.11.31.161
 
COLOR_RunwayConcrete
N046.10.46.074 W001.12.37.716
N046.10.45.974 W001.12.34.224
N046.10.45.908 W001.12.34.177
N046.10.45.831 W001.12.34.131
N046.10.45.754 W001.12.34.069
N046.10.45.664 W001.12.34.003
N046.10.45.581 W001.12.33.928
N046.10.45.493 W001.12.33.824
N046.10.45.413 W001.12.33.694
N046.10.45.337 W001.12.33.557
N046.10.45.276 W001.12.33.400
N046.10.45.225 W001.12.33.226
N046.10.45.196 W001.12.33.065
N046.10.45.183 W001.12.32.901
N046.10.45.184 W001.12.32.721
N046.10.45.206 W001.12.32.542
N046.10.45.241 W001.12.32.377
N046.10.45.286 W001.12.32.220
N046.10.45.347 W001.12.32.081
N046.10.45.435 W001.12.31.957
N046.10.45.540 W001.12.31.828
N046.10.45.643 W001.12.31.712
N046.10.45.731 W001.12.31.605
N046.10.45.814 W001.12.31.505
N046.10.45.865 W001.12.31.431
N046.10.45.888 W001.12.31.384
N046.10.45.898 W001.12.31.350
N046.10.44.511 W001.11.44.547
N046.10.44.486 W001.11.44.322
N046.10.44.445 W001.11.44.160
N046.10.44.397 W001.11.43.992
N046.10.44.335 W001.11.43.850
N046.10.44.269 W001.11.43.728
N046.10.44.181 W001.11.43.611
N046.10.44.085 W001.11.43.503
N046.10.43.976 W001.11.43.412
N046.10.43.869 W001.11.43.346
N046.10.43.779 W001.11.43.301
N046.10.43.695 W001.11.43.270
N046.10.43.617 W001.11.43.252
N046.10.43.531 W001.11.43.247
N046.10.40.285 W001.11.43.449
N046.10.40.251 W001.11.42.404
N046.10.43.144 W001.11.42.240
N046.10.43.398 W001.11.42.219
N046.10.43.555 W001.11.42.196
N046.10.43.672 W001.11.42.168
N046.10.43.765 W001.11.42.125
N046.10.43.849 W001.11.42.072
N046.10.43.933 W001.11.42.003
N046.10.44.013 W001.11.41.922
N046.10.44.102 W001.11.41.806
N046.10.44.186 W001.11.41.687
N046.10.44.238 W001.11.41.602
N046.10.44.289 W001.11.41.492
N046.10.44.331 W001.11.41.381
N046.10.44.359 W001.11.41.274
N046.10.44.375 W001.11.41.179
N046.10.44.388 W001.11.41.077
N046.10.44.397 W001.11.40.912
N046.10.43.132 W001.10.57.824
N046.10.43.129 W001.10.57.768
N046.10.43.116 W001.10.57.718
N046.10.43.092 W001.10.57.663
N046.10.42.998 W001.10.57.477
N046.10.42.864 W001.10.57.240
N046.10.42.655 W001.10.56.973
N046.10.42.587 W001.10.56.883
N046.10.42.533 W001.10.56.799
N046.10.42.475 W001.10.56.689
N046.10.42.432 W001.10.56.583
N046.10.42.397 W001.10.56.470
N046.10.42.368 W001.10.56.347
N046.10.42.350 W001.10.56.192
N046.10.42.338 W001.10.56.036
N046.10.42.334 W001.10.55.867
N046.10.42.340 W001.10.55.709
N046.10.42.359 W001.10.55.562
N046.10.42.395 W001.10.55.414
N046.10.42.448 W001.10.55.252
N046.10.42.509 W001.10.55.121
N046.10.42.571 W001.10.54.999
N046.10.42.638 W001.10.54.890
N046.10.42.708 W001.10.54.807
N046.10.42.795 W001.10.54.726
N046.10.42.871 W001.10.54.652
N046.10.42.939 W001.10.54.605
N046.10.43.037 W001.10.54.567
N046.10.43.147 W001.10.54.545
N046.10.43.244 W001.10.54.532
N046.10.44.467 W001.10.54.444
N046.10.47.517 W001.12.37.621
 
COLOR_Building
N046.10.39.543 W001.11.52.599
N046.10.39.258 W001.11.53.239
N046.10.38.804 W001.11.52.834
N046.10.38.831 W001.11.52.765
N046.10.38.638 W001.11.52.585
N046.10.38.555 W001.11.52.771
N046.10.38.406 W001.11.52.642
N046.10.38.707 W001.11.51.932
N046.10.38.787 W001.11.51.995
N046.10.38.870 W001.11.51.826
N046.10.38.951 W001.11.51.892
N046.10.39.003 W001.11.51.783
N046.10.39.206 W001.11.51.968
N046.10.39.107 W001.11.52.191
 
COLOR_Building
N046.10.38.377 W001.11.51.471
N046.10.38.348 W001.11.51.441
N046.10.38.175 W001.11.51.840
N046.10.37.324 W001.11.51.056
N046.10.37.587 W001.11.50.460
N046.10.38.475 W001.11.51.263
 
COLOR_Building
N046.10.37.075 W001.11.50.868
N046.10.37.044 W001.11.50.845
N046.10.36.947 W001.11.51.060
N046.10.36.535 W001.11.50.670
N046.10.36.620 W001.11.50.480
N046.10.35.965 W001.11.49.865
N046.10.36.238 W001.11.49.231
N046.10.37.350 W001.11.50.233
 
COLOR_Building
N046.10.35.670 W001.11.50.144
N046.10.34.804 W001.11.49.306
N046.10.34.834 W001.11.49.245
N046.10.34.762 W001.11.49.174
N046.10.35.027 W001.11.48.585
N046.10.34.846 W001.11.48.417
N046.10.34.792 W001.11.48.537
N046.10.34.642 W001.11.48.399
N046.10.34.851 W001.11.47.927
N046.10.35.001 W001.11.48.061
N046.10.34.952 W001.11.48.176
N046.10.35.129 W001.11.48.349
N046.10.35.156 W001.11.48.292
N046.10.35.226 W001.11.48.349
N046.10.35.249 W001.11.48.295
N046.10.35.959 W001.11.48.947
N046.10.35.861 W001.11.49.171
N046.10.36.025 W001.11.49.335
 
COLOR_Building
N046.10.32.377 W001.11.44.203
N046.10.34.300 W001.11.45.999
N046.10.33.510 W001.11.47.753
N046.10.32.540 W001.11.46.850
N046.10.32.897 W001.11.46.058
N046.10.31.941 W001.11.45.147
 
COLOR_Building
N046.10.34.239 W001.11.46.617
N046.10.34.742 W001.11.47.092
N046.10.34.581 W001.11.47.440
N046.10.34.077 W001.11.46.969
 
COLOR_Building
N046.10.33.384 W001.11.42.431
N046.10.33.328 W001.11.40.575
N046.10.33.007 W001.11.40.590
N046.10.32.961 W001.11.38.904
N046.10.32.445 W001.11.38.918
N046.10.32.439 W001.11.38.746
N046.10.32.405 W001.11.38.749
N046.10.32.398 W001.11.38.439
N046.10.32.474 W001.11.38.438
N046.10.32.475 W001.11.38.463
N046.10.33.141 W001.11.38.431
N046.10.33.146 W001.11.38.623
N046.10.33.396 W001.11.38.605
N046.10.33.395 W001.11.38.586
N046.10.33.433 W001.11.38.583
N046.10.33.428 W001.11.38.422
N046.10.33.392 W001.11.38.422
N046.10.33.358 W001.11.37.016
N046.10.34.053 W001.11.36.976
N046.10.34.104 W001.11.38.574
N046.10.34.199 W001.11.41.248
N046.10.34.129 W001.11.41.252
N046.10.34.149 W001.11.41.834
N046.10.33.903 W001.11.41.851
N046.10.33.916 W001.11.42.404
 
COLOR_Building
N046.10.33.449 W001.11.35.358
N046.10.33.441 W001.11.34.808
N046.10.33.528 W001.11.34.809
N046.10.33.511 W001.11.33.894
N046.10.33.889 W001.11.33.873
N046.10.33.938 W001.11.35.334
 
COLOR_Building
N046.10.33.847 W001.11.32.179
N046.10.33.855 W001.11.32.696
N046.10.33.821 W001.11.32.695
N046.10.33.823 W001.11.32.840
N046.10.33.870 W001.11.32.842
N046.10.33.879 W001.11.33.275
N046.10.33.557 W001.11.33.292
N046.10.33.533 W001.11.32.198
 
COLOR_Building
N046.10.30.226 W001.11.34.609
N046.10.32.000 W001.11.33.354
N046.10.32.292 W001.11.34.194
N046.10.30.521 W001.11.35.459
 
COLOR_Building
N046.10.29.348 W001.11.35.234
N046.10.30.046 W001.11.34.741
N046.10.30.342 W001.11.35.585
N046.10.29.635 W001.11.36.086
 
COLOR_Building
N046.10.29.246 W001.11.35.304
N046.10.29.541 W001.11.36.150
N046.10.28.831 W001.11.36.651
N046.10.28.545 W001.11.35.803
 
COLOR_Building
N046.10.27.239 W001.11.36.778
N046.10.28.376 W001.11.35.923
N046.10.28.667 W001.11.36.770
N046.10.27.535 W001.11.37.618
 
COLOR_Building
N046.10.27.141 W001.11.36.769
N046.10.27.466 W001.11.37.725
N046.10.27.114 W001.11.37.982
N046.10.27.211 W001.11.38.274
N046.10.27.019 W001.11.38.414
N046.10.26.595 W001.11.37.151
 
COLOR_Building
N046.10.26.035 W001.11.37.568
N046.10.26.172 W001.11.37.474
N046.10.26.205 W001.11.37.568
N046.10.26.318 W001.11.37.486
N046.10.26.635 W001.11.38.392
N046.10.26.387 W001.11.38.565
 
COLOR_Building
N046.10.25.640 W001.11.34.306
N046.10.25.703 W001.11.35.975
N046.10.25.055 W001.11.36.021
N046.10.25.051 W001.11.35.749
N046.10.24.931 W001.11.35.754
N046.10.24.882 W001.11.34.341
 
COLOR_Building
N046.10.24.737 W001.11.33.654
N046.10.24.725 W001.11.33.253
N046.10.24.746 W001.11.33.254
N046.10.24.742 W001.11.33.080
N046.10.24.832 W001.11.33.075
N046.10.24.806 W001.11.31.753
N046.10.25.757 W001.11.31.730
N046.10.25.799 W001.11.33.154
N046.10.25.633 W001.11.33.164
N046.10.25.641 W001.11.33.608
 
COLOR_Building
N046.10.25.140 W001.11.28.964
N046.10.25.669 W001.11.28.984
N046.10.25.672 W001.11.28.731
N046.10.25.733 W001.11.28.731
N046.10.25.735 W001.11.29.601
N046.10.25.146 W001.11.29.629
 
COLOR_Building
N046.10.25.618 W001.11.27.786
N046.10.24.996 W001.11.27.826
N046.10.24.949 W001.11.26.704
N046.10.24.750 W001.11.26.710
N046.10.24.699 W001.11.25.246
N046.10.25.258 W001.11.24.542
N046.10.25.527 W001.11.24.525
 
COLOR_Stopbar
N046.10.40.266 W001.11.43.451
N046.10.40.237 W001.11.42.404
N046.10.40.312 W001.11.42.400
N046.10.40.336 W001.11.43.447
 
COLOR_Stopbar
N046.10.36.780 W001.11.19.626
N046.10.36.780 W001.11.18.607
N046.10.36.847 W001.11.18.619
N046.10.36.855 W001.11.19.613
 
COLOR_TaxiwayOrange
N046.10.38.946 W001.11.44.207
N046.10.39.201 W001.11.44.190
N046.10.39.201 W001.11.44.237
N046.10.38.946 W001.11.44.251
 
COLOR_TaxiwayOrange
N046.10.37.920 W001.11.44.272
N046.10.37.920 W001.11.44.305
N046.10.37.653 W001.11.44.321
N046.10.37.653 W001.11.44.295
 
COLOR_TaxiwayOrange
N046.10.37.040 W001.11.44.380
N046.10.37.056 W001.11.44.342
N046.10.37.262 W001.11.44.536
N046.10.37.246 W001.11.44.571
 
COLOR_TaxiwayOrange
N046.10.36.040 W001.11.43.225
N046.10.36.057 W001.11.43.202
N046.10.36.352 W001.11.43.818
N046.10.36.341 W001.11.43.830
N046.10.36.330 W001.11.43.842
N046.10.36.034 W001.11.43.232
 
COLOR_TaxiwayOrange
N046.10.36.475 W001.11.37.490
N046.10.36.475 W001.11.37.457
N046.10.37.223 W001.11.37.435
N046.10.37.224 W001.11.37.459
