COLOR_GrasSurface
N045.12.53.005 E005.50.45.128
N045.12.52.973 E005.50.45.013
N045.12.52.934 E005.50.44.857
N045.12.52.912 E005.50.44.836
N045.12.52.878 E005.50.44.840
N045.12.52.323 E005.50.45.093
N045.12.52.288 E005.50.45.105
N045.12.52.292 E005.50.45.144
N045.12.52.300 E005.50.45.226
N045.12.52.307 E005.50.45.292
N045.12.52.311 E005.50.45.419
N045.12.52.286 E005.50.45.522
N045.12.52.257 E005.50.45.601
N045.12.52.214 E005.50.45.703
N045.12.52.159 E005.50.45.773
N045.12.52.093 E005.50.45.839
N045.12.52.039 E005.50.45.886
N045.12.51.989 E005.50.45.954
N045.12.51.948 E005.50.46.040
N045.12.54.321 E005.50.49.031
N045.12.53.806 E005.50.49.871
N045.12.54.793 E005.50.51.203

COLOR_HardSurface3
N045.12.58.117 E005.50.56.587
N045.12.57.441 E005.50.57.526
N045.13.00.631 E005.51.01.840
N045.13.01.066 E005.51.01.128
N045.13.00.899 E005.51.00.318

COLOR_HardSurface3
N045.13.04.561 E005.51.02.795
N045.13.06.805 E005.51.05.938
N045.13.06.504 E005.51.06.396
N045.13.06.984 E005.51.07.013
N045.13.07.282 E005.51.06.536
N045.13.07.864 E005.51.07.323
N045.13.07.263 E005.51.08.124
N045.13.07.631 E005.51.08.618
N045.13.07.758 E005.51.08.347
N045.13.08.213 E005.51.08.909
N045.13.08.408 E005.51.08.610
N045.13.08.127 E005.51.08.276
N045.13.08.028 E005.51.08.105
N045.13.08.001 E005.51.08.004
N045.13.08.137 E005.51.07.811
N045.13.08.225 E005.51.07.900
N045.13.08.307 E005.51.07.929
N045.13.08.491 E005.51.08.194
N045.13.08.358 E005.51.08.413
N045.13.08.512 E005.51.08.649
N045.13.08.299 E005.51.08.925
N045.13.08.574 E005.51.09.320
N045.13.08.453 E005.51.09.474
N045.13.07.849 E005.51.10.312
N045.13.08.430 E005.51.11.113
N045.13.08.568 E005.51.10.739
N045.13.09.890 E005.51.08.815
N045.13.05.004 E005.51.02.220

COLOR_HardSurface3
N045.13.01.216 E005.50.56.436
N045.13.01.185 E005.50.56.507
N045.13.01.184 E005.50.56.564
N045.13.01.185 E005.50.56.623
N045.13.01.217 E005.50.56.690
N045.13.01.961 E005.50.57.734
N045.13.02.070 E005.50.57.872
N045.13.02.181 E005.50.57.925
N045.13.02.366 E005.50.57.949
N045.13.02.502 E005.50.57.917
N045.13.02.609 E005.50.57.862
N045.13.02.738 E005.50.57.734
N045.13.02.829 E005.50.57.601
N045.13.02.696 E005.50.57.603
N045.13.02.603 E005.50.57.593
N045.13.02.480 E005.50.57.558
N045.13.02.392 E005.50.57.519
N045.13.02.294 E005.50.57.449
N045.13.01.391 E005.50.56.207

COLOR_HardSurface3
N045.12.56.836 E005.50.50.558
N045.12.56.806 E005.50.50.629
N045.12.56.800 E005.50.50.687
N045.12.56.807 E005.50.50.745
N045.12.56.843 E005.50.50.828
N045.12.58.725 E005.50.53.404
N045.13.00.548 E005.50.55.808
N045.13.00.590 E005.50.55.848
N045.13.00.624 E005.50.55.871
N045.13.00.656 E005.50.55.876
N045.13.00.692 E005.50.55.862
N045.13.00.734 E005.50.55.839
N045.13.00.920 E005.50.55.578
N045.12.57.059 E005.50.50.216

COLOR_HardSurface2
N045.12.53.585 E005.50.43.060
N045.12.53.507 E005.50.43.201
N045.12.53.455 E005.50.43.305
N045.12.53.411 E005.50.43.414
N045.12.53.380 E005.50.43.502
N045.12.53.351 E005.50.43.613
N045.12.53.332 E005.50.43.725
N045.12.53.313 E005.50.43.855
N045.12.53.308 E005.50.43.977
N045.12.53.315 E005.50.44.107
N045.12.53.329 E005.50.44.219
N045.12.53.350 E005.50.44.308
N045.12.53.375 E005.50.44.408
N045.12.53.399 E005.50.44.498
N045.12.53.425 E005.50.44.577
N045.12.53.471 E005.50.44.688
N045.12.53.539 E005.50.44.835
N045.12.53.620 E005.50.44.964
N045.12.53.707 E005.50.45.083
N045.12.55.511 E005.50.47.562
N045.12.55.110 E005.50.48.164
N045.12.55.238 E005.50.48.338
N045.12.55.651 E005.50.47.736
N045.12.56.613 E005.50.49.022
N045.12.56.641 E005.50.49.133
N045.12.56.656 E005.50.49.279
N045.12.56.679 E005.50.49.476
N045.12.56.685 E005.50.49.594
N045.12.56.635 E005.50.49.648
N045.12.56.546 E005.50.49.688
N045.12.56.440 E005.50.49.720
N045.12.56.372 E005.50.49.724
N045.12.56.283 E005.50.49.714
N045.12.56.034 E005.50.49.409
N045.12.55.389 E005.50.50.359
N045.13.01.968 E005.50.59.330
N045.13.01.310 E005.51.00.298
N045.13.01.216 E005.51.00.355
N045.13.01.137 E005.51.00.371
N045.13.01.064 E005.51.00.379
N045.13.00.978 E005.51.00.353
N045.13.00.887 E005.51.00.303
N045.13.00.903 E005.51.01.066
N045.13.00.994 E005.51.01.098
N045.13.01.096 E005.51.01.110
N045.13.01.195 E005.51.01.088
N045.13.01.282 E005.51.01.057
N045.13.01.380 E005.51.01.012
N045.13.01.436 E005.51.00.953
