COLOR_GrasSurface 
N048.48.31.083 E002.04.24.187
N048.48.31.153 E002.04.24.228
N048.48.31.225 E002.04.24.309
N048.48.31.264 E002.04.24.416
N048.48.31.539 E002.04.24.620
N048.48.31.579 E002.04.24.580
N048.48.31.674 E002.04.24.569
N048.48.31.819 E002.04.24.713
N048.48.32.441 E002.04.25.361
N048.48.33.017 E002.04.23.895
N048.48.32.872 E002.04.23.815

COLOR_HardSurface2
N048.48.37.818 E002.04.24.666
N048.48.37.202 E002.04.24.716
N048.48.36.659 E002.04.24.732
N048.48.36.127 E002.04.24.779
N048.48.35.920 E002.04.24.745
N048.48.35.096 E002.04.24.485
N048.48.34.108 E002.04.24.239
N048.48.33.505 E002.04.24.102
N048.48.33.154 E002.04.23.978
N048.48.33.013 E002.04.23.897
N048.48.32.886 E002.04.24.223
N048.48.33.048 E002.04.24.243
N048.48.33.342 E002.04.24.331
N048.48.34.192 E002.04.24.583
N048.48.34.958 E002.04.24.791
N048.48.35.511 E002.04.24.949
N048.48.36.200 E002.04.25.140
N048.48.36.583 E002.04.25.252
N048.48.36.869 E002.04.24.997
N048.48.37.190 E002.04.25.079
N048.48.37.210 E002.04.25.091
N048.48.37.795 E002.04.24.994

COLOR_HardSurface2
N048.48.37.219 E002.04.25.089
N048.48.37.045 E002.04.24.940
N048.48.36.807 E002.04.24.911
N048.48.36.573 E002.04.25.159
N048.48.36.584 E002.04.25.251
N048.48.37.070 E002.04.25.382
N048.48.37.537 E002.04.25.495
N048.48.37.579 E002.04.25.200

COLOR_HardSurface2
N048.48.32.437 E002.04.25.304
N048.48.32.462 E002.04.25.339
N048.48.32.490 E002.04.25.369
N048.48.32.526 E002.04.25.394
N048.48.32.571 E002.04.25.424
N048.48.32.652 E002.04.25.475
N048.48.32.852 E002.04.25.559
N048.48.33.737 E002.04.25.859
N048.48.34.731 E002.04.26.203
N048.48.35.013 E002.04.26.284
N048.48.35.233 E002.04.26.286
N048.48.35.496 E002.04.26.243
N048.48.36.300 E002.04.26.173
N048.48.37.364 E002.04.26.066
N048.48.38.446 E002.04.25.977
N048.48.38.799 E002.04.25.959
N048.48.39.282 E002.04.25.907
N048.48.39.563 E002.04.25.815
N048.48.40.221 E002.04.25.549
N048.48.41.058 E002.04.25.241
N048.48.41.669 E002.04.24.955
N048.48.42.495 E002.04.24.590
N048.48.42.907 E002.04.24.435
N048.48.43.153 E002.04.24.306
N048.48.43.186 E002.04.23.963
N048.48.42.732 E002.04.24.166
N048.48.42.460 E002.04.24.283
N048.48.41.878 E002.04.24.530
N048.48.41.673 E002.04.24.615
N048.48.41.504 E002.04.24.687
N048.48.41.302 E002.04.24.774
N048.48.41.003 E002.04.24.876
N048.48.40.869 E002.04.24.945
N048.48.40.577 E002.04.25.079
N048.48.39.886 E002.04.25.374
N048.48.39.606 E002.04.25.504
N048.48.39.359 E002.04.25.552
N048.48.39.143 E002.04.25.572
N048.48.38.906 E002.04.25.600
N048.48.38.456 E002.04.25.651
N048.48.37.849 E002.04.25.704
N048.48.37.786 E002.04.25.719
N048.48.37.709 E002.04.25.734
N048.48.37.659 E002.04.25.726
N048.48.37.608 E002.04.25.720
N048.48.37.556 E002.04.25.729
N048.48.37.459 E002.04.25.773
N048.48.36.864 E002.04.25.793
N048.48.36.460 E002.04.25.829
N048.48.35.844 E002.04.25.879
N048.48.35.560 E002.04.25.903
N048.48.35.318 E002.04.25.934
N048.48.34.953 E002.04.25.920
N048.48.34.288 E002.04.25.703
N048.48.32.816 E002.04.25.200
N048.48.32.589 E002.04.25.081
N048.48.32.512 E002.04.24.948
N048.48.32.404 E002.04.25.217

COLOR_HardSurface2
N048.48.31.165 E002.04.24.630
N048.48.31.009 E002.04.24.767
N048.48.30.906 E002.04.24.844
N048.48.30.825 E002.04.24.875
N048.48.30.736 E002.04.24.800
N048.48.30.727 E002.04.24.715
N048.48.30.801 E002.04.24.538
N048.48.30.914 E002.04.24.329
N048.48.30.998 E002.04.24.192
N048.48.30.760 E002.04.23.966
N048.48.30.696 E002.04.24.111
N048.48.30.618 E002.04.24.242
N048.48.30.528 E002.04.24.338
N048.48.30.433 E002.04.24.402
N048.48.30.354 E002.04.24.431
N048.48.30.264 E002.04.24.401
N048.48.30.199 E002.04.24.373
N048.48.30.124 E002.04.24.285
N048.48.30.015 E002.04.24.508
N048.48.30.017 E002.04.24.534
N048.48.30.136 E002.04.24.658
N048.48.30.197 E002.04.24.759
N048.48.30.234 E002.04.24.910
N048.48.30.221 E002.04.25.064
N048.48.30.151 E002.04.25.218
N048.48.27.849 E002.04.29.871
N048.48.27.265 E002.04.31.051
N048.48.27.079 E002.04.31.232
N048.48.26.848 E002.04.31.258
N048.48.25.422 E002.04.30.306
N048.48.25.320 E002.04.30.648
N048.48.25.754 E002.04.30.946
N048.48.27.210 E002.04.31.904
N048.48.27.983 E002.04.30.261
N048.48.30.149 E002.04.25.873
N048.48.30.414 E002.04.25.557
N048.48.30.628 E002.04.25.430
N048.48.30.800 E002.04.25.412
N048.48.30.925 E002.04.25.464
N048.48.31.129 E002.04.25.328
N048.48.31.298 E002.04.25.067
N048.48.31.399 E002.04.24.865
N048.48.31.478 E002.04.24.714
N048.48.31.529 E002.04.24.635
N048.48.31.579 E002.04.24.560
N048.48.31.263 E002.04.24.432

COLOR_HardSurface2
N048.48.25.427 E002.04.30.317
N048.48.25.245 E002.04.29.994
N048.48.25.199 E002.04.29.780
N048.48.25.183 E002.04.29.307
N048.48.25.151 E002.04.28.874
N048.48.25.014 E002.04.28.529
N048.48.24.751 E002.04.28.196
N048.48.24.511 E002.04.27.924
N048.48.24.388 E002.04.27.758
N048.48.24.310 E002.04.27.545
N048.48.24.404 E002.04.28.268
N048.48.24.504 E002.04.28.353
N048.48.24.660 E002.04.28.520
N048.48.24.812 E002.04.28.743
N048.48.24.914 E002.04.28.941
N048.48.24.972 E002.04.29.197
N048.48.24.964 E002.04.29.416
N048.48.24.958 E002.04.29.622
N048.48.24.955 E002.04.29.861
N048.48.24.949 E002.04.29.941
N048.48.24.831 E002.04.29.803
N048.48.24.702 E002.04.29.594
N048.48.24.608 E002.04.29.380
N048.48.24.546 E002.04.29.143
N048.48.24.475 E002.04.28.784
N048.48.24.261 E002.04.28.825
N048.48.24.303 E002.04.29.171
N048.48.24.381 E002.04.29.514
N048.48.24.484 E002.04.29.789
N048.48.24.628 E002.04.30.020
N048.48.24.819 E002.04.30.249
N048.48.25.054 E002.04.30.450
N048.48.25.326 E002.04.30.646

COLOR_HardSurface2
N048.48.24.424 E002.04.28.350
N048.48.24.313 E002.04.27.555
N048.48.24.246 E002.04.27.152
N048.48.24.229 E002.04.26.881
N048.48.24.252 E002.04.26.750
N048.48.24.273 E002.04.26.692
N048.48.24.321 E002.04.26.643
N048.48.24.393 E002.04.26.597
N048.48.24.477 E002.04.26.634
N048.48.24.578 E002.04.26.743
N048.48.24.668 E002.04.26.565
N048.48.24.418 E002.04.26.267
N048.48.24.423 E002.04.26.207
N048.48.24.553 E002.04.25.939
N048.48.24.764 E002.04.25.524
N048.48.24.946 E002.04.25.220
N048.48.25.015 E002.04.25.205
N048.48.25.123 E002.04.25.226
N048.48.25.289 E002.04.25.326
N048.48.25.348 E002.04.25.211
N048.48.25.276 E002.04.25.143
N048.48.25.211 E002.04.25.092
N048.48.25.107 E002.04.25.030
N048.48.25.063 E002.04.25.021
N048.48.25.059 E002.04.25.017
N048.48.25.052 E002.04.24.968
N048.48.25.396 E002.04.24.262
N048.48.25.578 E002.04.23.916
N048.48.25.636 E002.04.23.867
N048.48.25.722 E002.04.23.863
N048.48.25.868 E002.04.23.895
N048.48.25.951 E002.04.23.985
N048.48.26.015 E002.04.23.855
N048.48.26.012 E002.04.23.839
N048.48.25.925 E002.04.23.767
N048.48.25.800 E002.04.23.681
N048.48.25.756 E002.04.23.661
N048.48.25.731 E002.04.23.605
N048.48.25.832 E002.04.23.383
N048.48.26.207 E002.04.22.649
N048.48.26.276 E002.04.22.627
N048.48.26.379 E002.04.22.612
N048.48.26.446 E002.04.22.616
N048.48.26.568 E002.04.22.751
N048.48.27.098 E002.04.21.688
N048.48.26.686 E002.04.21.195
N048.48.26.386 E002.04.21.762
N048.48.26.398 E002.04.21.776
N048.48.26.462 E002.04.21.865
N048.48.26.074 E002.04.22.641
N048.48.25.221 E002.04.24.336
N048.48.24.226 E002.04.26.295
N048.48.24.144 E002.04.26.231
N048.48.24.094 E002.04.26.343
N048.48.24.027 E002.04.26.561
N048.48.23.998 E002.04.26.750
N048.48.24.006 E002.04.27.089
N048.48.24.135 E002.04.28.035
N048.48.24.265 E002.04.28.841
N048.48.24.480 E002.04.28.818

COLOR_GrasSurface2
N048.48.38.694 E002.04.09.931
N048.48.39.031 E002.04.10.356
N048.48.39.873 E002.04.11.118
N048.48.40.333 E002.04.09.421
N048.48.40.398 E002.04.09.084
N048.48.39.861 E002.04.08.591
N048.48.39.934 E002.04.08.397
N048.48.40.117 E002.04.07.982
N048.48.40.313 E002.04.07.470
N048.48.40.483 E002.04.06.865
N048.48.40.922 E002.04.05.296
N048.48.40.990 E002.04.04.869
N048.48.41.399 E002.04.03.413
N048.48.41.500 E002.04.03.153
N048.48.41.625 E002.04.03.203
N048.48.42.026 E002.04.03.505
N048.48.42.211 E002.04.02.638
N048.48.41.740 E002.04.02.361
N048.48.43.900 E002.03.54.722
N048.48.44.241 E002.03.53.623
N048.48.44.673 E002.03.53.917
N048.48.44.910 E002.03.52.988
N048.48.44.500 E002.03.52.685
N048.48.44.964 E002.03.50.996
N048.48.46.052 E002.03.47.061
N048.48.46.538 E002.03.45.567
N048.48.46.684 E002.03.45.122
N048.48.46.776 E002.03.45.162
N048.48.46.947 E002.03.45.289
N048.48.47.073 E002.03.45.369
N048.48.47.128 E002.03.45.107
N048.48.46.836 E002.03.44.859
N048.48.47.236 E002.03.43.625
N048.48.47.157 E002.03.43.557
N048.48.46.851 E002.03.43.426
N048.48.46.545 E002.03.43.299
N048.48.46.478 E002.03.43.348
N048.48.46.432 E002.03.43.459
N048.48.46.240 E002.03.44.067
N048.48.45.698 E002.03.45.803
N048.48.44.329 E002.03.50.744
N048.48.43.337 E002.03.54.455
N048.48.41.664 E002.04.00.207
N048.48.41.123 E002.04.01.981
N048.48.40.278 E002.04.04.588
N048.48.39.816 E002.04.05.727
N048.48.39.135 E002.04.07.133
N048.48.39.672 E002.04.07.909

COLOR_GrasSurface2    
N048.48.38.259 E002.04.23.854
N048.48.38.726 E002.04.24.065
N048.48.38.981 E002.04.24.072
N048.48.39.106 E002.04.24.060
N048.48.38.900 E002.04.24.573
N048.48.38.481 E002.04.24.659
N048.48.37.810 E002.04.24.686
N048.48.37.219 E002.04.24.799
N048.48.37.133 E002.04.25.394
N048.48.37.530 E002.04.25.495
N048.48.37.470 E002.04.25.797
N048.48.39.053 E002.04.25.586
N048.48.39.204 E002.04.24.973
N048.48.39.449 E002.04.24.018
N048.48.40.105 E002.04.21.567
N048.48.40.563 E002.04.19.858
N048.48.44.332 E002.04.06.341
N048.48.44.654 E002.04.06.370
N048.48.44.839 E002.04.06.256
N048.48.44.891 E002.04.05.964
N048.48.44.820 E002.04.05.855
N048.48.44.684 E002.04.05.637
N048.48.44.572 E002.04.05.524
N048.48.45.864 E002.04.00.891
N048.48.46.799 E002.03.57.587
N048.48.47.000 E002.03.57.210
N048.48.47.252 E002.03.57.033
N048.48.47.473 E002.03.57.007
