COLOR_GrasSurface          
N042.32.06.556 E008.47.38.595
N042.32.08.361 E008.47.38.198
N042.32.11.349 E008.47.38.079
N042.32.14.088 E008.47.37.988
N042.32.22.900 E008.47.37.936
N042.32.24.133 E008.47.37.889
N042.32.25.020 E008.47.37.872
N042.32.25.502 E008.47.37.907
N042.32.25.927 E008.47.37.884
N042.32.26.286 E008.47.37.854
N042.32.26.944 E008.47.37.869
N042.32.27.279 E008.47.37.919
N042.32.27.823 E008.47.37.942
N042.32.28.323 E008.47.37.924
N042.32.28.567 E008.47.37.876
N042.32.28.827 E008.47.37.865
N042.32.29.308 E008.47.37.816
N042.32.30.256 E008.47.37.793
N042.32.30.245 E008.47.37.004
N042.32.30.271 E008.47.36.370
N042.32.30.665 E008.47.34.461
N042.32.30.591 E008.47.33.752
N042.32.30.561 E008.47.33.555
N042.32.30.415 E008.47.32.900
N042.32.30.357 E008.47.32.564
N042.32.30.354 E008.47.32.087
N042.32.30.272 E008.47.31.399
N042.32.21.232 E008.47.31.456

COLOR_HardSurface4         
N042.31.17.276 E008.47.30.067
N042.31.18.505 E008.47.29.955
N042.31.18.500 E008.47.29.809
N042.31.17.067 E008.47.29.929

COLOR_HardSurface4         
N042.31.25.569 E008.47.24.482
N042.31.27.822 E008.47.24.381
N042.31.27.925 E008.47.24.566
N042.31.27.922 E008.47.25.909
N042.31.28.216 E008.47.25.954
N042.31.35.215 E008.47.25.946
N042.31.35.223 E008.47.25.816
N042.31.35.225 E008.47.25.573
N042.31.35.220 E008.47.25.409
N042.31.35.210 E008.47.25.331
N042.31.35.185 E008.47.25.253
N042.31.35.140 E008.47.25.157
N042.31.35.060 E008.47.25.043
N042.31.34.982 E008.47.24.982
N042.31.34.906 E008.47.24.952
N042.31.33.707 E008.47.24.951
N042.31.28.538 E008.47.24.026
N042.31.26.579 E008.47.24.080
N042.31.25.652 E008.47.24.172
N042.31.25.466 E008.47.23.975
N042.31.25.412 E008.47.23.975
N042.31.25.422 E008.47.24.576

COLOR_HardSurface4         
N042.31.40.085 E008.47.33.720
N042.31.40.082 E008.47.31.086
N042.31.40.099 E008.47.31.063
N042.31.40.118 E008.47.31.047
N042.31.40.136 E008.47.31.028
N042.31.40.147 E008.47.31.015
N042.31.40.150 E008.47.30.986
N042.31.40.152 E008.47.30.951
N042.31.40.150 E008.47.30.926
N042.31.40.145 E008.47.30.900
N042.31.40.135 E008.47.30.887
N042.31.40.113 E008.47.30.868
N042.31.40.095 E008.47.30.854
N042.31.40.085 E008.47.30.835
N042.31.40.082 E008.47.30.798
N042.31.40.098 E008.47.27.068
N042.31.40.164 E008.47.26.241
N042.31.40.147 E008.47.25.287
N042.31.40.051 E008.47.25.276
N042.31.40.049 E008.47.24.718
