COLOR_GrasSurface          
N044.50.13.966 W000.41.54.511
N044.50.13.927 W000.41.54.519
N044.50.13.883 W000.41.54.537
N044.50.13.835 W000.41.54.570
N044.50.13.785 W000.41.54.612
N044.50.13.738 W000.41.54.670
N044.50.13.542 W000.41.54.955
N044.50.13.500 W000.41.55.039
N044.50.13.476 W000.41.55.124
N044.50.13.465 W000.41.55.208
N044.50.13.466 W000.41.55.291
N044.50.13.476 W000.41.55.360
N044.50.13.491 W000.41.55.421
N044.50.13.140 W000.41.55.927
N044.50.13.083 W000.41.55.904
N044.50.13.027 W000.41.55.897
N044.50.12.975 W000.41.55.902
N044.50.12.921 W000.41.55.916
N044.50.12.863 W000.41.55.949
N044.50.12.810 W000.41.56.004
N044.50.12.757 W000.41.56.079
N044.50.12.585 W000.41.56.342
N044.50.12.555 W000.41.56.401
N044.50.12.533 W000.41.56.469
N044.50.12.510 W000.41.56.552
N044.50.12.503 W000.41.56.630
N044.50.12.507 W000.41.56.715
N044.50.12.525 W000.41.56.806
N044.50.12.176 W000.41.57.309


COLOR_HardSurface3         
N044.50.14.993 W000.41.42.505
N044.50.14.403 W000.41.43.353
N044.50.14.430 W000.41.43.415
N044.50.14.449 W000.41.43.456
N044.50.14.463 W000.41.43.506
N044.50.14.467 W000.41.43.557
N044.50.14.463 W000.41.43.620
N044.50.14.448 W000.41.43.667
N044.50.14.085 W000.41.44.206
N044.50.14.082 W000.41.44.225
N044.50.14.082 W000.41.44.270
N044.50.14.036 W000.41.44.273
N044.50.13.766 W000.41.44.663
N044.50.13.223 W000.41.45.427
N044.50.13.203 W000.41.45.463
N044.50.13.191 W000.41.45.494
N044.50.13.182 W000.41.45.531
N044.50.13.150 W000.41.45.522
N044.50.12.818 W000.41.45.998
N044.50.12.805 W000.41.46.010
N044.50.12.271 W000.41.46.761
N044.50.12.242 W000.41.46.806
N044.50.12.228 W000.41.46.837
N044.50.12.220 W000.41.46.873
N044.50.12.190 W000.41.46.889
N044.50.11.131 W000.41.48.421
N044.50.10.879 W000.41.48.004
N044.50.10.873 W000.41.47.977
N044.50.10.868 W000.41.47.940
N044.50.10.859 W000.41.47.884
N044.50.10.837 W000.41.47.837
N044.50.10.802 W000.41.47.789
N044.50.10.752 W000.41.47.750
N044.50.10.688 W000.41.47.723
N044.50.10.593 W000.41.47.707
N044.50.10.522 W000.41.47.714
N044.50.10.459 W000.41.47.711
N044.50.10.392 W000.41.47.704
N044.50.10.324 W000.41.47.681
N044.50.10.244 W000.41.47.631
N044.50.10.055 W000.41.47.503
N044.50.09.942 W000.41.47.441
N044.50.09.831 W000.41.47.381
N044.50.09.667 W000.41.47.308
N044.50.09.529 W000.41.47.245
N044.50.09.487 W000.41.47.223
N044.50.09.426 W000.41.47.165
N044.50.09.513 W000.41.47.035
N044.50.08.912 W000.41.46.222
N044.50.09.932 W000.41.44.789
N044.50.11.346 W000.41.46.793
N044.50.11.279 W000.41.46.889
N044.50.11.470 W000.41.47.156
N044.50.11.646 W000.41.46.907
N044.50.10.609 W000.41.45.456
N044.50.13.849 W000.41.40.878


COLOR_HardSurface3         
N044.50.08.286 W000.41.52.500
N044.50.08.273 W000.41.52.493
N044.50.08.257 W000.41.52.490
N044.50.08.242 W000.41.52.497
N044.50.08.230 W000.41.52.511
N044.50.08.196 W000.41.52.549
N044.50.07.832 W000.41.52.055
N044.50.07.768 W000.41.51.984
N044.50.07.738 W000.41.51.967
N044.50.07.714 W000.41.51.961
N044.50.07.684 W000.41.51.967
N044.50.06.855 W000.41.53.080
N044.50.06.042 W000.41.51.980
N044.50.09.407 W000.41.47.205
N044.50.10.288 W000.41.48.347
N044.50.08.233 W000.41.51.240
N044.50.08.199 W000.41.51.286
N044.50.08.184 W000.41.51.315
N044.50.08.178 W000.41.51.357
N044.50.08.183 W000.41.51.394
N044.50.08.195 W000.41.51.436
N044.50.08.231 W000.41.51.495
N044.50.08.310 W000.41.51.589
N044.50.08.334 W000.41.51.599
N044.50.08.358 W000.41.51.596
N044.50.08.394 W000.41.51.572
N044.50.08.435 W000.41.51.516
N044.50.08.707 W000.41.51.896


COLOR_HardSurface3         
N044.49.53.037 W000.42.18.080
N044.49.52.126 W000.42.17.842
N044.49.51.837 W000.42.16.833
N044.49.51.794 W000.42.16.643
N044.49.51.746 W000.42.16.465
N044.49.51.702 W000.42.16.341
N044.49.51.655 W000.42.16.196
N044.49.51.623 W000.42.16.063
N044.49.51.608 W000.42.15.953
N044.49.51.604 W000.42.15.837
N044.49.51.614 W000.42.15.732
N044.49.51.626 W000.42.15.628
N044.49.51.649 W000.42.15.538
N044.49.51.682 W000.42.15.475
N044.49.51.832 W000.42.15.266
N044.49.52.711 W000.42.14.026
N044.49.52.946 W000.42.13.704
N044.49.53.039 W000.42.13.602
N044.49.53.202 W000.42.13.440
N044.49.53.379 W000.42.13.273
N044.49.53.525 W000.42.13.136
N044.49.53.671 W000.42.12.958
N044.49.53.852 W000.42.12.703
N044.49.54.435 W000.42.11.876
N044.49.54.582 W000.42.11.667
N044.49.54.641 W000.42.11.561
N044.49.54.705 W000.42.11.420
N044.49.54.795 W000.42.11.157
N044.49.54.847 W000.42.11.033
N044.49.54.904 W000.42.10.918
N044.49.55.051 W000.42.10.693
N044.49.56.031 W000.42.09.281
N044.49.56.152 W000.42.09.126
N044.49.56.333 W000.42.09.179
N044.49.56.577 W000.42.09.149
N044.49.56.890 W000.42.09.006
N044.49.57.135 W000.42.08.861
N044.49.58.044 W000.42.07.559
N044.49.58.171 W000.42.07.717
N044.50.01.487 W000.42.03.001
N044.50.01.134 W000.42.02.477
N044.50.02.746 W000.42.00.073
N044.50.03.621 W000.41.59.544
N044.50.05.252 W000.42.01.724
N044.50.00.059 W000.42.09.159
N044.49.59.570 W000.42.09.281
N044.49.59.216 W000.42.09.432
N044.49.59.096 W000.42.09.528
N044.49.58.822 W000.42.09.749
N044.49.58.580 W000.42.10.076
N044.49.57.710 W000.42.11.410


COLOR_HardSurface3         
N044.49.51.511 W000.42.15.683
N044.49.51.582 W000.42.15.605
N044.49.51.708 W000.42.15.445
N044.49.51.640 W000.42.15.666
N044.49.51.628 W000.42.15.980
N044.49.51.831 W000.42.16.746
N044.49.51.922 W000.42.17.432
N044.49.51.931 W000.42.18.473
N044.49.51.885 W000.42.19.136
N044.49.51.687 W000.42.19.788
N044.49.51.393 W000.42.20.283
N044.49.47.226 W000.42.26.138
N044.49.46.282 W000.42.26.729
N044.49.45.691 W000.42.23.926
N044.49.45.606 W000.42.23.814
N044.49.45.525 W000.42.23.685
N044.49.45.451 W000.42.23.550
N044.49.45.381 W000.42.23.386
N044.49.45.335 W000.42.23.258
N044.49.45.291 W000.42.23.098
N044.49.45.243 W000.42.22.880
N044.49.45.160 W000.42.22.485
N044.49.44.555 W000.42.19.557
N044.49.44.607 W000.42.18.518
N044.49.46.032 W000.42.15.019
N044.49.47.842 W000.42.12.350
N044.49.45.285 W000.42.11.817
N044.49.44.075 W000.42.07.878
N044.49.43.257 W000.42.04.471
N044.49.42.592 W000.42.03.875
N044.49.40.709 W000.41.54.681
N044.49.40.556 W000.41.52.270
N044.49.39.784 W000.41.50.431
N044.49.38.412 W000.41.50.015
N044.49.37.192 W000.41.50.523
N044.49.37.155 W000.41.50.472
N044.49.37.102 W000.41.50.400
N044.49.37.028 W000.41.50.311
N044.49.36.204 W000.41.49.425
N044.49.37.236 W000.41.46.687
N044.49.37.350 W000.41.46.381
N044.49.37.404 W000.41.46.238
N044.49.37.460 W000.41.46.126
N044.49.37.560 W000.41.45.978
N044.49.37.691 W000.41.45.820
N044.49.37.773 W000.41.45.754
N044.49.37.879 W000.41.45.697
N044.49.38.001 W000.41.45.653
N044.49.38.101 W000.41.45.632
N044.49.38.134 W000.41.45.633
N044.49.38.167 W000.41.45.643
N044.49.38.275 W000.41.45.708
N044.49.38.549 W000.41.45.911
N044.49.38.621 W000.41.45.953
N044.49.38.716 W000.41.45.994
N044.49.38.827 W000.41.46.029
N044.49.38.921 W000.41.46.054
N044.49.39.017 W000.41.46.072
N044.49.39.109 W000.41.46.081
N044.49.39.197 W000.41.46.077
N044.49.39.289 W000.41.46.049
N044.49.39.396 W000.41.46.000
N044.49.39.480 W000.41.45.936
N044.49.39.564 W000.41.45.854
N044.49.39.663 W000.41.45.734
N044.49.39.752 W000.41.45.603
N044.49.39.830 W000.41.45.467
N044.49.39.902 W000.41.45.277
N044.49.39.978 W000.41.45.077
N044.49.40.010 W000.41.44.992
N044.49.40.057 W000.41.44.913
N044.49.40.102 W000.41.44.866
N044.49.40.173 W000.41.44.810
N044.49.40.251 W000.41.44.771
N044.49.40.326 W000.41.44.740
N044.49.40.396 W000.41.44.724
N044.49.40.464 W000.41.44.728
N044.49.40.536 W000.41.44.746
N044.49.40.627 W000.41.44.777
N044.49.40.727 W000.41.44.823
N044.49.40.826 W000.41.44.879
N044.49.40.919 W000.41.44.939
N044.49.41.032 W000.41.45.017
N044.49.42.371 W000.41.46.013
N044.49.42.458 W000.41.46.079
N044.49.42.513 W000.41.46.142
N044.49.42.581 W000.41.46.228
N044.49.42.659 W000.41.46.359
N044.49.42.725 W000.41.46.496
N044.49.42.774 W000.41.46.628
N044.49.42.820 W000.41.46.807
N044.49.43.744 W000.41.51.192
N044.49.43.762 W000.41.51.320
N044.49.43.767 W000.41.51.427
N044.49.43.765 W000.41.51.555
N044.49.43.753 W000.41.51.710
N044.49.43.634 W000.41.53.134
N044.49.43.620 W000.41.53.280
N044.49.43.604 W000.41.53.372
N044.49.43.576 W000.41.53.489
N044.49.43.525 W000.41.53.618
N044.49.43.152 W000.41.54.553
N044.49.43.105 W000.41.54.672
N044.49.43.070 W000.41.54.806
N044.49.43.046 W000.41.54.962
N044.49.43.035 W000.41.55.130
N044.49.43.046 W000.41.55.266
N044.49.43.065 W000.41.55.408
N044.49.43.116 W000.41.55.681
N044.49.44.180 W000.42.00.736
N044.49.44.205 W000.42.00.815
N044.49.44.251 W000.42.00.909
N044.49.44.332 W000.42.01.032
N044.49.44.476 W000.42.01.248
N044.49.44.539 W000.42.01.358
N044.49.44.578 W000.42.01.461
N044.49.44.669 W000.42.01.688
N044.49.44.776 W000.42.01.986
N044.49.44.968 W000.42.02.531
N044.49.45.153 W000.42.03.079
N044.49.45.418 W000.42.03.847
N044.49.45.603 W000.42.04.344
N044.49.45.826 W000.42.04.884
N044.49.45.923 W000.42.05.118
N044.49.46.025 W000.42.05.428
N044.49.46.086 W000.42.05.615
N044.49.46.157 W000.42.05.792
N044.49.46.229 W000.42.05.952
N044.49.46.345 W000.42.06.180
N044.49.46.515 W000.42.06.478
N044.49.46.671 W000.42.06.728
N044.49.46.836 W000.42.06.996
N044.49.48.072 W000.42.08.707
N044.49.48.625 W000.42.09.486
N044.49.48.689 W000.42.09.580
N044.49.48.735 W000.42.09.661
N044.49.48.761 W000.42.09.732
N044.49.48.776 W000.42.09.812
N044.49.48.781 W000.42.09.910
N044.49.48.754 W000.42.11.549
N044.49.48.749 W000.42.11.662
N044.49.48.748 W000.42.11.774
N044.49.48.748 W000.42.11.885
N044.49.48.756 W000.42.11.995
N044.49.48.778 W000.42.12.126
N044.49.48.815 W000.42.12.306
N044.49.48.854 W000.42.12.451
N044.49.48.901 W000.42.12.592
N044.49.48.943 W000.42.12.700
N044.49.48.992 W000.42.12.819
N044.49.49.048 W000.42.12.941
N044.49.49.111 W000.42.13.058
N044.49.49.198 W000.42.13.201
N044.49.49.881 W000.42.14.192
N044.49.50.338 W000.42.14.829
N044.49.50.799 W000.42.15.503
N044.49.51.006 W000.42.15.791
N044.49.51.045 W000.42.15.833
N044.49.51.093 W000.42.15.861
N044.49.51.154 W000.42.15.872
N044.49.51.229 W000.42.15.861
N044.49.51.305 W000.42.15.832
N044.49.51.366 W000.42.15.802
N044.49.51.427 W000.42.15.754


COLOR_HardSurface3         
N044.49.17.887 W000.42.17.487
N044.49.16.095 W000.42.25.102
N044.49.15.377 W000.42.27.945
N044.49.14.890 W000.42.29.731
N044.49.14.482 W000.42.31.401
N044.49.14.184 W000.42.32.784
N044.49.14.102 W000.42.33.134
N044.49.14.069 W000.42.33.326
N044.49.14.059 W000.42.33.484
N044.49.14.068 W000.42.33.641
N044.49.14.116 W000.42.33.802
N044.49.14.206 W000.42.33.974
N044.49.14.813 W000.42.34.676
N044.49.14.975 W000.42.34.395
N044.49.20.749 W000.42.40.260
N044.49.21.052 W000.42.39.730
N044.49.25.521 W000.42.44.342
N044.49.25.205 W000.42.44.932
N044.49.28.518 W000.42.48.208
N044.49.27.595 W000.42.49.752
N044.49.27.295 W000.42.50.250
N044.49.27.076 W000.42.50.603
N044.49.26.970 W000.42.50.779
N044.49.26.926 W000.42.50.871
N044.49.26.901 W000.42.50.946
N044.49.26.882 W000.42.51.032
N044.49.26.883 W000.42.51.123
N044.49.26.341 W000.42.51.337
N044.49.26.041 W000.42.50.906
N044.49.25.813 W000.42.50.625
N044.49.25.682 W000.42.50.516
N044.49.25.254 W000.42.51.288
N044.49.20.774 W000.42.46.488
N044.49.20.847 W000.42.46.333
N044.49.18.486 W000.42.43.892
N044.49.14.522 W000.42.39.929
N044.49.14.863 W000.42.39.281
N044.49.13.114 W000.42.37.420
N044.49.12.759 W000.42.37.094
N044.49.12.361 W000.42.36.621
N044.49.12.050 W000.42.36.210
N044.49.11.805 W000.42.35.716
N044.49.11.599 W000.42.35.089
N044.49.11.452 W000.42.34.542
N044.49.11.310 W000.42.33.955
N044.49.11.215 W000.42.33.472
N044.49.11.157 W000.42.32.953
N044.49.11.182 W000.42.32.474
N044.49.11.495 W000.42.30.973
N044.49.11.495 W000.42.30.995
N044.49.11.527 W000.42.30.620
N044.49.11.516 W000.42.30.230
N044.49.11.494 W000.42.29.834
N044.49.11.490 W000.42.29.347
N044.49.12.037 W000.42.26.281
N044.49.12.307 W000.42.26.123
N044.49.12.649 W000.42.24.609
N044.49.12.841 W000.42.22.788
N044.49.13.379 W000.42.21.378
N044.49.13.615 W000.42.20.338
N044.49.13.885 W000.42.18.757
N044.49.13.893 W000.42.18.751
N044.49.14.464 W000.42.17.176
N044.49.14.578 W000.42.17.224
N044.49.14.988 W000.42.17.388
N044.49.15.288 W000.42.16.211
N044.49.16.635 W000.42.16.914


COLOR_HardSurface3         
N044.50.33.057 W000.42.11.551
N044.50.33.120 W000.42.11.417
N044.50.33.180 W000.42.11.268
N044.50.33.230 W000.42.11.129
N044.50.33.276 W000.42.10.973
N044.50.33.070 W000.42.10.839
N044.50.33.811 W000.42.08.204
N044.50.33.350 W000.42.07.924
N044.50.33.316 W000.42.07.756
N044.50.33.524 W000.42.07.018
N044.50.33.857 W000.42.05.886
N044.50.33.991 W000.42.05.434
N044.50.34.202 W000.42.05.425
N044.50.34.456 W000.42.04.560
N044.50.34.679 W000.42.04.687
N044.50.35.770 W000.42.01.020
N044.50.35.897 W000.42.00.627
N044.50.35.843 W000.42.00.524
N044.50.35.781 W000.42.00.458
N044.50.35.726 W000.42.00.420
N044.50.35.652 W000.42.00.386
N044.50.33.569 W000.41.59.149
N044.50.33.268 W000.41.59.344
N044.50.32.516 W000.41.58.908
N044.50.32.343 W000.41.58.450
N044.50.32.409 W000.41.58.205
N044.50.31.142 W000.41.57.463
N044.50.31.803 W000.41.55.186
N044.50.36.647 W000.41.58.010
N044.50.36.884 W000.41.57.209
N044.50.36.945 W000.41.57.140
N044.50.36.966 W000.41.57.108
N044.50.37.215 W000.41.56.245
N044.50.40.149 W000.41.46.053
N044.50.41.665 W000.41.46.920
N044.50.41.943 W000.41.46.985
N044.50.43.397 W000.41.47.208
N044.50.45.833 W000.41.44.476
N044.50.47.132 W000.41.46.816
N044.50.43.991 W000.41.50.898
N044.50.41.033 W000.41.49.968
N044.50.40.151 W000.41.52.951
N044.50.38.091 W000.42.00.056
N044.50.35.385 W000.42.09.285
N044.50.35.298 W000.42.09.231
N044.50.34.709 W000.42.11.222
N044.50.34.608 W000.42.11.166
N044.50.34.560 W000.42.11.328
N044.50.34.503 W000.42.11.580
N044.50.34.463 W000.42.11.787
N044.50.34.540 W000.42.11.848
N044.50.34.634 W000.42.11.900
N044.50.38.423 W000.42.14.078
N044.50.41.688 W000.42.15.959
N044.50.42.373 W000.42.16.365
N044.50.42.432 W000.42.16.385
N044.50.42.509 W000.42.16.398
N044.50.42.579 W000.42.16.396
N044.50.42.629 W000.42.16.382
N044.50.42.690 W000.42.16.348
N044.50.42.723 W000.42.16.307
N044.50.42.777 W000.42.16.203
N044.50.42.823 W000.42.16.094
N044.50.43.178 W000.42.14.888
N044.50.43.215 W000.42.14.791
N044.50.43.258 W000.42.14.707
N044.50.43.302 W000.42.14.649
N044.50.43.351 W000.42.14.605
N044.50.43.410 W000.42.14.583
N044.50.43.470 W000.42.14.579
N044.50.43.542 W000.42.14.582
N044.50.43.616 W000.42.14.598
N044.50.43.677 W000.42.14.626
N044.50.44.431 W000.42.15.054
N044.50.42.269 W000.42.22.355
N044.50.40.570 W000.42.21.367
N044.50.40.367 W000.42.20.879
N044.50.41.518 W000.42.16.953
N044.50.41.529 W000.42.16.869
N044.50.41.532 W000.42.16.769
N044.50.41.518 W000.42.16.663
N044.50.41.497 W000.42.16.592
N044.50.34.552 W000.42.12.592
N044.50.34.510 W000.42.12.573
N044.50.34.474 W000.42.12.573
N044.50.34.426 W000.42.12.584
N044.50.34.385 W000.42.12.610
N044.50.34.349 W000.42.12.652
N044.50.34.324 W000.42.12.709
N044.50.34.196 W000.42.13.106
N044.50.33.006 W000.42.11.645


COLOR_HardSurface3         
N044.50.32.289 W000.42.13.193
N044.50.31.074 W000.42.16.857
N044.50.29.747 W000.42.17.106
N044.50.29.601 W000.42.16.943
N044.50.29.598 W000.42.16.901
N044.50.29.088 W000.42.16.990
N044.50.30.068 W000.42.13.594


COLOR_HardSurface3         
N044.50.34.948 W000.42.25.941
N044.50.34.974 W000.42.26.189
N044.50.34.991 W000.42.26.329
N044.50.35.015 W000.42.26.455
N044.50.35.042 W000.42.26.550
N044.50.35.075 W000.42.26.646
N044.50.35.117 W000.42.26.744
N044.50.35.164 W000.42.26.843
N044.50.35.232 W000.42.26.958
N044.50.35.303 W000.42.27.056
N044.50.35.752 W000.42.27.546
N044.50.35.887 W000.42.27.318
N044.50.35.946 W000.42.27.356
N044.50.36.000 W000.42.27.381
N044.50.36.036 W000.42.27.385
N044.50.36.070 W000.42.27.378
N044.50.36.106 W000.42.27.356
N044.50.36.134 W000.42.27.322
N044.50.38.095 W000.42.23.790
N044.50.39.056 W000.42.24.816
N044.50.37.348 W000.42.28.056
N044.50.39.246 W000.42.30.153
N044.50.41.122 W000.42.26.993
N044.50.41.954 W000.42.27.959
N044.50.41.844 W000.42.28.165
N044.50.41.805 W000.42.28.128
N044.50.41.783 W000.42.28.113
N044.50.41.768 W000.42.28.112
N044.50.41.752 W000.42.28.118
N044.50.41.740 W000.42.28.130
N044.50.38.613 W000.42.33.816
N044.50.34.830 W000.42.29.675
N044.50.35.282 W000.42.28.844
N044.50.35.331 W000.42.28.756
N044.50.35.351 W000.42.28.690
N044.50.35.353 W000.42.28.616
N044.50.35.332 W000.42.28.536
N044.50.35.292 W000.42.28.469
N044.50.35.262 W000.42.28.436
N044.50.35.385 W000.42.28.215
N044.50.34.973 W000.42.27.770
N044.50.34.892 W000.42.27.674
N044.50.34.816 W000.42.27.573
N044.50.34.746 W000.42.27.464
N044.50.34.685 W000.42.27.354
N044.50.34.626 W000.42.27.242
N044.50.34.569 W000.42.27.117
N044.50.34.527 W000.42.27.007
N044.50.34.485 W000.42.26.873
N044.50.34.445 W000.42.26.722
N044.50.34.411 W000.42.26.553
N044.50.34.386 W000.42.26.403
N044.50.34.359 W000.42.26.133
N044.50.34.271 W000.42.25.236
N044.50.34.868 W000.42.25.117


COLOR_HardSurface3         
N044.50.28.578 W000.42.31.642
N044.50.28.627 W000.42.31.669
N044.50.28.686 W000.42.31.702
N044.50.28.728 W000.42.31.715
N044.50.28.771 W000.42.31.718
N044.50.28.797 W000.42.31.707
N044.50.29.121 W000.42.31.159
N044.50.29.484 W000.42.31.508
N044.50.28.346 W000.42.33.551
N044.50.28.008 W000.42.33.171
N044.50.28.123 W000.42.32.941
N044.50.28.174 W000.42.32.833
N044.50.28.202 W000.42.32.753
N044.50.28.215 W000.42.32.683
N044.50.28.213 W000.42.32.611
N044.50.28.188 W000.42.32.535
N044.50.28.142 W000.42.32.441
N044.50.28.060 W000.42.32.327
N044.50.27.868 W000.42.32.116
N044.50.26.384 W000.42.30.494
N044.50.26.161 W000.42.30.249
N044.50.25.993 W000.42.30.064
N044.50.25.899 W000.42.29.976
N044.50.25.791 W000.42.29.884
N044.50.26.227 W000.42.29.082


COLOR_HardSurface3         
N044.50.28.887 W000.42.35.222
N044.50.30.675 W000.42.35.151
N044.50.31.779 W000.42.33.145
N044.50.32.319 W000.42.33.714
N044.50.32.134 W000.42.34.058
N044.50.32.203 W000.42.34.134
N044.50.31.660 W000.42.35.115
N044.50.31.658 W000.42.35.130
N044.50.31.658 W000.42.35.149
N044.50.31.669 W000.42.35.169
N044.50.31.688 W000.42.35.189
N044.50.32.348 W000.42.35.641
N044.50.32.351 W000.42.35.563
N044.50.33.019 W000.42.34.356
N044.50.32.767 W000.42.33.104
N044.50.33.103 W000.42.32.452
N044.50.33.333 W000.42.32.911
N044.50.33.465 W000.42.32.739
N044.50.33.539 W000.42.32.647
N044.50.33.605 W000.42.32.537
N044.50.33.663 W000.42.32.474
N044.50.33.715 W000.42.32.438
N044.50.33.755 W000.42.32.371
N044.50.33.964 W000.42.32.003
N044.50.34.817 W000.42.32.915
N044.50.34.241 W000.42.33.944
N044.50.34.747 W000.42.34.266
N044.50.34.448 W000.42.34.833
N044.50.33.478 W000.42.34.682
N044.50.32.782 W000.42.35.941
N044.50.34.943 W000.42.37.408
N044.50.30.242 W000.42.46.614
N044.50.27.602 W000.42.48.299
N044.50.25.937 W000.42.46.545
N044.50.26.192 W000.42.46.078
N044.50.26.268 W000.42.46.144
N044.50.26.335 W000.42.46.025
N044.50.26.014 W000.42.45.660
N044.50.25.886 W000.42.45.622
N044.50.25.770 W000.42.45.826
N044.50.24.113 W000.42.44.033
N044.50.27.716 W000.42.37.449
N044.50.27.670 W000.42.37.394
N044.50.28.113 W000.42.36.590


COLOR_HardSurface3         
N044.50.17.883 W000.42.42.142
N044.50.21.140 W000.42.37.420
N044.50.21.468 W000.42.37.395
N044.50.21.772 W000.42.37.635
N044.50.18.755 W000.42.43.149
N044.50.18.499 W000.42.42.857


COLOR_HardSurface3         
N044.50.14.561 W000.42.46.849
N044.50.14.558 W000.42.46.880
N044.50.14.561 W000.42.46.914
N044.50.14.569 W000.42.46.941
N044.50.14.584 W000.42.46.969
N044.50.16.817 W000.42.50.094
N044.50.15.039 W000.42.52.648
N044.50.12.689 W000.42.49.492
N044.50.14.476 W000.42.46.942
N044.50.14.567 W000.42.46.829


COLOR_HardSurface3         
N044.50.19.069 W000.43.05.185
N044.50.19.235 W000.43.05.397
N044.50.19.487 W000.43.05.046
N044.50.20.697 W000.43.06.734
N044.50.20.087 W000.43.07.595
N044.50.18.699 W000.43.05.676
N044.50.18.599 W000.43.05.407
N044.50.18.502 W000.43.05.249
N044.50.18.749 W000.43.04.899


COLOR_HardSurface2         
N044.50.13.564 W000.42.01.825
N044.50.13.122 W000.42.01.572
N044.50.12.740 W000.42.01.356
N044.50.12.448 W000.42.01.204
N044.50.12.178 W000.42.01.074
N044.50.11.937 W000.42.00.973
N044.50.11.668 W000.42.00.889
N044.50.11.423 W000.42.00.836
N044.50.11.188 W000.42.00.818
N044.50.11.023 W000.42.00.827
N044.50.10.889 W000.42.00.864
N044.50.10.730 W000.42.00.948
N044.50.10.546 W000.42.01.073
N044.50.10.379 W000.42.01.211
N044.50.10.227 W000.42.01.358
N044.50.09.879 W000.42.01.730
N044.50.09.547 W000.42.02.133
N044.50.09.183 W000.42.02.609
N044.50.08.808 W000.42.03.144
N044.49.57.023 W000.42.19.966
N044.49.47.842 W000.42.33.078
N044.49.46.962 W000.42.34.338
N044.49.46.864 W000.42.34.476
N044.49.46.789 W000.42.34.598
N044.49.46.724 W000.42.34.756
N044.49.46.670 W000.42.34.949
N044.49.46.645 W000.42.35.097
N044.49.46.635 W000.42.35.275
N044.49.46.638 W000.42.35.415
N044.49.46.681 W000.42.35.632
N044.49.47.410 W000.42.39.244
N044.49.46.691 W000.42.39.542
N044.49.46.417 W000.42.38.196
N044.49.46.357 W000.42.37.899
N044.49.46.309 W000.42.37.715
N044.49.46.258 W000.42.37.585
N044.49.46.171 W000.42.37.414
N044.49.46.056 W000.42.37.230
N044.49.45.925 W000.42.37.074
N044.49.45.789 W000.42.36.961
N044.49.45.706 W000.42.36.919
N044.49.45.598 W000.42.36.896
N044.49.45.475 W000.42.36.903
N044.49.45.370 W000.42.36.924
N044.49.45.262 W000.42.36.955
N044.49.45.133 W000.42.37.025
N044.49.44.988 W000.42.37.125
N044.49.44.862 W000.42.37.254
N044.49.43.384 W000.42.39.388
N044.49.42.845 W000.42.38.620
N044.49.43.816 W000.42.37.298
N044.49.43.952 W000.42.37.102
N044.49.44.304 W000.42.36.578
N044.49.44.459 W000.42.36.332
N044.49.44.645 W000.42.36.002
N044.49.44.942 W000.42.35.442
N044.49.45.186 W000.42.34.924
N044.49.45.309 W000.42.34.586
N044.49.45.338 W000.42.34.475
N044.49.45.357 W000.42.34.339
N044.49.45.361 W000.42.34.164
N044.49.45.345 W000.42.33.726
N044.49.45.296 W000.42.33.211
N044.49.45.234 W000.42.32.790
N044.49.45.118 W000.42.32.155
N044.49.45.996 W000.42.31.807
N044.49.46.076 W000.42.31.987
N044.49.46.191 W000.42.32.226
N044.49.46.305 W000.42.32.424
N044.49.46.374 W000.42.32.526
N044.49.46.418 W000.42.32.579
N044.49.46.463 W000.42.32.613
N044.49.46.507 W000.42.32.625
N044.49.46.562 W000.42.32.618
N044.49.46.697 W000.42.32.567
N044.49.46.828 W000.42.32.493
N044.49.46.972 W000.42.32.396
N044.49.47.118 W000.42.32.277
N044.49.47.235 W000.42.32.174
N044.49.47.378 W000.42.32.028
N044.49.47.542 W000.42.31.837
N044.49.47.971 W000.42.31.314
N044.49.48.141 W000.42.31.099
N044.49.48.416 W000.42.30.728
N044.49.48.698 W000.42.30.331
N044.49.54.731 W000.42.21.721
N044.49.54.822 W000.42.21.544
N044.49.54.895 W000.42.21.337
N044.49.54.933 W000.42.21.121
N044.49.54.940 W000.42.20.918
N044.49.54.927 W000.42.20.704
N044.49.54.886 W000.42.20.526
N044.49.54.811 W000.42.20.342
N044.49.54.718 W000.42.20.145
N044.49.54.646 W000.42.20.031
N044.49.54.588 W000.42.19.972
N044.49.55.522 W000.42.18.644
N044.49.55.522 W000.42.18.764
N044.49.55.525 W000.42.18.873
N044.49.55.530 W000.42.18.940
N044.49.55.542 W000.42.19.001
N044.49.55.567 W000.42.19.059
N044.49.55.609 W000.42.19.109
N044.49.55.714 W000.42.19.192
N044.49.55.787 W000.42.19.229
N044.49.55.870 W000.42.19.248
N044.49.55.977 W000.42.19.248
N044.49.56.074 W000.42.19.227
N044.49.56.188 W000.42.19.177
N044.49.56.320 W000.42.19.100
N044.49.56.469 W000.42.18.986
N044.49.56.601 W000.42.18.866
N044.49.56.760 W000.42.18.714
N044.49.56.889 W000.42.18.575
N044.49.57.089 W000.42.18.339
N044.49.57.234 W000.42.18.153
N044.49.57.373 W000.42.17.951
N044.50.00.471 W000.42.13.530
N044.50.00.510 W000.42.13.446
N044.50.00.554 W000.42.13.319
N044.50.00.591 W000.42.13.161
N044.50.00.617 W000.42.12.979
N044.50.00.628 W000.42.12.796
