COLOR_GrasSurface          
N044.49.16.362 W000.42.16.462
N044.49.16.470 W000.42.16.702
N044.49.16.657 W000.42.16.930
N044.49.15.279 W000.42.16.222
N044.49.15.512 W000.42.15.241
N044.49.15.723 W000.42.14.379
N044.49.15.997 W000.42.13.799
N044.49.16.367 W000.42.13.093
N044.49.16.732 W000.42.12.582
N044.49.17.259 W000.42.11.951
N044.49.19.639 W000.42.09.708
N044.49.20.039 W000.42.09.179
N044.49.21.556 W000.42.07.328
N044.49.21.739 W000.42.07.111
N044.49.21.847 W000.42.06.879
N044.49.21.892 W000.42.06.657
N044.49.22.108 W000.42.04.982
N044.49.22.165 W000.42.04.725
N044.49.22.221 W000.42.04.560
N044.49.22.492 W000.42.04.179
N044.49.22.622 W000.42.04.146
N044.49.22.732 W000.42.04.180
N044.49.22.853 W000.42.04.238
N044.49.23.083 W000.42.04.339
N044.49.23.237 W000.42.04.368
N044.49.23.416 W000.42.04.336
N044.49.23.873 W000.42.04.206
N044.49.24.093 W000.42.04.122
N044.49.24.270 W000.42.03.993
N044.49.24.997 W000.42.03.265
N044.49.26.883 W000.42.01.620
N044.49.27.074 W000.42.02.209
N044.49.25.253 W000.42.03.860


COLOR_HardSurface2         
N044.49.27.146 W000.42.52.449
N044.49.27.182 W000.42.52.983
N044.49.27.216 W000.42.53.683
N044.49.27.220 W000.42.54.667
N044.49.27.222 W000.42.58.036
N044.49.27.267 W000.42.58.230
N044.49.27.343 W000.42.58.449
N044.49.27.395 W000.42.58.572
N044.49.27.464 W000.42.58.687
N044.49.27.556 W000.42.58.820
N044.49.27.652 W000.42.58.930
N044.49.27.754 W000.42.59.024
N044.49.27.873 W000.42.59.118
N044.49.27.980 W000.42.59.185
N044.49.28.069 W000.42.59.215
N044.49.28.180 W000.42.59.224
N044.49.28.348 W000.42.59.211
N044.49.28.485 W000.42.59.159
N044.49.28.607 W000.42.59.073
N044.49.37.686 W000.42.45.983
N044.49.38.220 W000.42.46.694
N044.49.30.138 W000.42.58.332
N044.49.29.722 W000.42.58.953
N044.49.29.300 W000.42.59.640
N044.49.29.071 W000.43.00.069
N044.49.28.903 W000.43.00.410
N044.49.28.775 W000.43.00.692
N044.49.28.667 W000.43.00.997
N044.49.28.580 W000.43.01.303
N044.49.28.526 W000.43.01.586
N044.49.28.510 W000.43.01.894
N044.49.28.507 W000.43.02.165
N044.49.28.526 W000.43.02.409
N044.49.28.568 W000.43.02.682
N044.49.28.635 W000.43.02.974
N044.49.28.710 W000.43.03.218
N044.49.28.816 W000.43.03.453
N044.49.29.536 W000.43.04.933
N044.49.28.896 W000.43.05.494
N044.49.28.036 W000.43.03.770
N044.49.27.945 W000.43.03.614
N044.49.27.844 W000.43.03.478
N044.49.27.708 W000.43.03.359
N044.49.27.562 W000.43.03.260
N044.49.27.413 W000.43.03.198
N044.49.27.230 W000.43.03.161
N044.49.27.067 W000.43.03.172
N044.49.26.886 W000.43.03.220
N044.49.26.734 W000.43.03.319
N044.49.26.606 W000.43.03.432
N044.49.26.450 W000.43.03.630
N044.49.25.109 W000.43.05.499
N044.49.22.135 W000.43.09.811
N044.49.21.091 W000.43.11.217
N044.49.19.677 W000.43.13.139
N044.49.17.833 W000.43.15.874
N044.49.17.304 W000.43.16.685
N044.49.16.955 W000.43.17.268
N044.49.16.744 W000.43.17.663
N044.49.16.482 W000.43.18.234
N044.49.16.289 W000.43.18.683
N044.49.16.133 W000.43.19.101
N044.49.15.987 W000.43.19.540
N044.49.15.839 W000.43.20.011
N044.49.15.728 W000.43.20.432
N044.49.15.633 W000.43.20.849
N044.49.15.542 W000.43.21.286
N044.49.15.468 W000.43.21.741
N044.49.15.412 W000.43.22.150
N044.49.15.365 W000.43.22.586
N044.49.15.331 W000.43.22.990
N044.49.15.312 W000.43.23.409
N044.49.15.308 W000.43.23.912
N044.49.15.316 W000.43.24.334
N044.49.15.334 W000.43.24.645
N044.49.15.366 W000.43.24.981
N044.49.15.401 W000.43.25.284
N044.49.14.581 W000.43.25.536
N044.49.14.547 W000.43.25.199
N044.49.14.525 W000.43.24.862
N044.49.14.511 W000.43.24.571
N044.49.14.504 W000.43.24.145
N044.49.14.509 W000.43.23.712
N044.49.14.525 W000.43.23.273
N044.49.14.540 W000.43.22.945
N044.49.14.580 W000.43.22.492
N044.49.14.621 W000.43.22.084
N044.49.14.679 W000.43.21.633
N044.49.14.770 W000.43.21.098
N044.49.14.886 W000.43.20.527
N044.49.15.010 W000.43.19.995
N044.49.15.145 W000.43.19.507
N044.49.15.326 W000.43.18.925
N044.49.15.542 W000.43.18.332
N044.49.15.812 W000.43.17.684
N044.49.16.022 W000.43.17.218
N044.49.16.276 W000.43.16.738
N044.49.16.829 W000.43.15.793
N044.49.17.558 W000.43.14.733
N044.49.25.859 W000.43.02.992
N044.49.25.959 W000.43.02.835
N044.49.26.064 W000.43.02.632
N044.49.26.193 W000.43.02.352
N044.49.26.290 W000.43.02.103
N044.49.26.384 W000.43.01.827
N044.49.26.443 W000.43.01.640
N044.49.26.498 W000.43.01.507
N044.49.26.538 W000.43.01.372
N044.49.26.593 W000.43.01.115
N044.49.26.642 W000.43.00.815
N044.49.26.679 W000.43.00.531
N044.49.26.723 W000.43.00.186
N044.49.26.741 W000.42.59.958
N044.49.26.745 W000.42.59.699
N044.49.26.738 W000.42.59.000
N044.49.26.759 W000.42.57.022
N044.49.26.747 W000.42.54.674
N044.49.26.744 W000.42.53.252
N044.49.26.688 W000.42.52.719
N044.49.26.609 W000.42.52.247
N044.49.26.499 W000.42.51.785
N044.49.26.338 W000.42.51.329
N044.49.26.884 W000.42.51.116
N044.49.27.048 W000.42.51.751


COLOR_HardSurface2         
N044.49.50.588 W000.43.15.725
N044.49.52.440 W000.43.14.953
N044.49.52.633 W000.43.14.855
N044.49.52.814 W000.43.14.739
N044.49.52.987 W000.43.14.572
N044.49.53.158 W000.43.14.328
N044.49.53.278 W000.43.14.085
N044.49.53.389 W000.43.13.789
N044.49.53.482 W000.43.13.468
N044.49.53.524 W000.43.13.271
N044.49.53.565 W000.43.13.008
N044.49.53.582 W000.43.12.793
N044.49.53.580 W000.43.12.589
N044.49.53.564 W000.43.12.393
N044.49.53.524 W000.43.12.167
N044.49.49.996 W000.42.55.303
N044.49.50.688 W000.42.55.012
N044.49.54.105 W000.43.11.315
N044.49.54.154 W000.43.11.576
N044.49.54.198 W000.43.11.799
N044.49.54.228 W000.43.11.973
N044.49.54.258 W000.43.12.176
N044.49.54.285 W000.43.12.391
N044.49.54.297 W000.43.12.553
N044.49.54.303 W000.43.12.758
N044.49.54.295 W000.43.12.959
N044.49.54.275 W000.43.13.170
N044.49.54.250 W000.43.13.366
N044.49.54.215 W000.43.13.554
N044.49.54.179 W000.43.13.742
N044.49.54.119 W000.43.13.976
N044.49.54.063 W000.43.14.161
N044.49.54.002 W000.43.14.347
N044.49.53.924 W000.43.14.555
N044.49.53.859 W000.43.14.712
N044.49.53.771 W000.43.14.872
N044.49.53.667 W000.43.15.047
N044.49.53.560 W000.43.15.204
N044.49.53.467 W000.43.15.326
N044.49.53.373 W000.43.15.435
N044.49.53.245 W000.43.15.571
N044.49.53.143 W000.43.15.657
N044.49.53.035 W000.43.15.735
N044.49.52.915 W000.43.15.810
N044.49.52.588 W000.43.15.969
N044.49.50.793 W000.43.16.703


COLOR_HardSurface2         
N044.50.23.659 W000.42.06.966
N044.50.31.582 W000.42.11.904
N044.50.31.757 W000.42.11.999
N044.50.31.904 W000.42.12.055
N044.50.32.042 W000.42.12.101
N044.50.32.132 W000.42.12.126
N044.50.32.222 W000.42.12.129
N044.50.32.320 W000.42.12.117
N044.50.32.449 W000.42.12.080
N044.50.32.604 W000.42.12.018
N044.50.32.673 W000.42.11.975
N044.50.32.771 W000.42.11.905
N044.50.32.876 W000.42.11.802
N044.50.32.940 W000.42.11.731
N044.50.33.008 W000.42.11.642
N044.50.34.198 W000.42.13.103
N044.50.33.976 W000.42.13.956
N044.50.33.771 W000.42.13.862
N044.50.34.869 W000.42.25.122
N044.50.34.272 W000.42.25.239
N044.50.33.189 W000.42.14.138
N044.50.32.475 W000.42.16.602
N044.50.31.067 W000.42.16.862
N044.50.32.240 W000.42.13.225
N044.50.32.219 W000.42.13.180
N044.50.32.199 W000.42.13.108
N044.50.32.159 W000.42.12.848
N044.50.30.511 W000.42.11.813
N044.50.30.390 W000.42.11.756
N044.50.30.275 W000.42.11.737
N044.50.30.150 W000.42.11.743
N044.50.30.021 W000.42.11.764
N044.50.29.919 W000.42.11.793
N044.50.29.819 W000.42.11.849
N044.50.29.718 W000.42.11.937
N044.50.29.625 W000.42.12.042
N044.50.29.534 W000.42.12.180
N044.50.29.475 W000.42.12.312
N044.50.29.414 W000.42.12.469
N044.50.29.356 W000.42.12.637
N044.50.29.297 W000.42.12.866
N044.50.29.253 W000.42.13.096
N044.50.29.238 W000.42.13.308
N044.50.29.239 W000.42.13.488
N044.50.29.246 W000.42.13.562
N044.50.29.258 W000.42.13.597
N044.50.29.287 W000.42.13.627
N044.50.29.364 W000.42.13.662
N044.50.29.470 W000.42.13.698
N044.50.30.077 W000.42.13.593
N044.50.29.097 W000.42.16.991
N044.50.28.382 W000.42.17.124
N044.50.28.358 W000.42.17.139
N044.50.28.343 W000.42.17.165
N044.50.28.320 W000.42.17.226
N044.50.26.383 W000.42.23.820
N044.50.25.492 W000.42.26.856
N044.50.25.467 W000.42.26.973
N044.50.25.436 W000.42.27.125
N044.50.25.411 W000.42.27.275
N044.50.25.400 W000.42.27.395
N044.50.25.403 W000.42.27.568
N044.50.25.414 W000.42.27.726
N044.50.25.437 W000.42.27.873
N044.50.25.477 W000.42.28.015
N044.50.25.523 W000.42.28.140
N044.50.25.579 W000.42.28.277
N044.50.25.648 W000.42.28.400
N044.50.25.779 W000.42.28.584
N044.50.26.229 W000.42.29.083
N044.50.25.794 W000.42.29.887
N044.50.25.703 W000.42.29.808
N044.50.25.599 W000.42.29.759
N044.50.25.485 W000.42.29.728
N044.50.25.374 W000.42.29.716
N044.50.25.283 W000.42.29.716
N044.50.25.195 W000.42.29.730
N044.50.25.094 W000.42.29.755
N044.50.24.998 W000.42.29.786
N044.50.24.894 W000.42.29.848
N044.50.24.787 W000.42.29.922
N044.50.24.693 W000.42.30.008
N044.50.24.627 W000.42.30.093
N044.50.24.555 W000.42.30.194
N044.50.24.464 W000.42.30.371
N044.50.24.355 W000.42.30.702
N044.50.24.328 W000.42.30.840
N044.50.24.312 W000.42.31.035
N044.50.24.302 W000.42.31.288
N044.50.24.301 W000.42.31.580
N044.50.24.328 W000.42.31.807
N044.50.24.380 W000.42.32.061
N044.50.24.445 W000.42.32.269
N044.50.24.529 W000.42.32.463
N044.50.24.638 W000.42.32.663
N044.50.28.117 W000.42.36.589
N044.50.27.672 W000.42.37.398
N044.50.24.818 W000.42.34.223
N044.50.24.673 W000.42.34.077
N044.50.24.534 W000.42.33.965
N044.50.24.428 W000.42.33.903
N044.50.24.336 W000.42.33.870
N044.50.24.234 W000.42.33.850
N044.50.24.091 W000.42.33.852
N044.50.23.962 W000.42.33.864
N044.50.23.865 W000.42.33.882
N044.50.23.751 W000.42.33.914
N044.50.23.643 W000.42.33.978
N044.50.23.558 W000.42.34.045
N044.50.23.471 W000.42.34.138
N044.50.23.400 W000.42.34.218
N044.50.23.335 W000.42.34.318
N044.50.23.273 W000.42.34.436
N044.50.23.233 W000.42.34.545
N044.50.23.215 W000.42.34.613
N044.50.23.210 W000.42.34.662
N044.50.23.215 W000.42.34.713
N044.50.23.234 W000.42.34.745
N044.50.23.250 W000.42.34.762
N044.50.22.613 W000.42.36.932
N044.50.22.587 W000.42.37.083
N044.50.22.573 W000.42.37.252
N044.50.22.579 W000.42.37.401
N044.50.22.601 W000.42.37.512
N044.50.22.640 W000.42.37.617
N044.50.19.220 W000.42.43.701
N044.50.18.725 W000.42.43.109
N044.50.21.718 W000.42.37.669
N044.50.21.639 W000.42.37.597
N044.50.21.573 W000.42.37.547
N044.50.21.478 W000.42.37.504
N044.50.21.391 W000.42.37.479
N044.50.21.311 W000.42.37.467
N044.50.21.239 W000.42.37.477
N044.50.21.168 W000.42.37.507
N044.50.21.090 W000.42.37.572
N044.50.21.018 W000.42.37.670
N044.50.17.890 W000.42.42.149
N044.50.17.867 W000.42.42.140
N044.50.17.851 W000.42.42.146
N044.50.17.824 W000.42.42.167
N044.50.15.183 W000.42.45.956
N044.50.14.573 W000.42.46.823
N044.50.12.696 W000.42.49.506
N044.50.10.643 W000.42.52.433
N044.50.10.572 W000.42.52.548
N044.50.10.532 W000.42.52.654
N044.50.10.502 W000.42.52.779
N044.50.10.492 W000.42.52.919
N044.50.10.499 W000.42.53.072
N044.50.10.518 W000.42.53.238
N044.50.10.551 W000.42.53.437
N044.50.10.606 W000.42.53.586
N044.50.10.681 W000.42.53.745
N044.50.18.751 W000.43.04.899
N044.50.18.502 W000.43.05.258
N044.50.11.017 W000.42.54.879
N044.50.10.706 W000.42.54.459
N044.50.10.558 W000.42.54.251
N044.50.10.437 W000.42.54.126
N044.50.10.253 W000.42.53.987
N044.50.10.120 W000.42.53.904
N044.50.10.004 W000.42.53.812
N044.50.09.933 W000.42.53.750
N044.50.09.867 W000.42.53.691
N044.50.09.810 W000.42.53.645
N044.50.09.706 W000.42.53.774
N044.50.09.189 W000.42.53.046
N044.50.14.548 W000.42.45.401
N044.50.21.227 W000.42.35.840
N044.50.22.192 W000.42.34.468
N044.50.22.365 W000.42.34.216
N044.50.22.488 W000.42.34.037
N044.50.22.596 W000.42.33.851
N044.50.22.696 W000.42.33.629
N044.50.22.782 W000.42.33.384
N044.50.22.863 W000.42.33.140
N044.50.23.003 W000.42.32.679
N044.50.25.728 W000.42.23.433
N044.50.27.652 W000.42.16.868
N044.50.28.042 W000.42.15.541
N044.50.28.201 W000.42.15.000
N044.50.28.299 W000.42.14.663
N044.50.28.345 W000.42.14.491
N044.50.28.402 W000.42.14.155
N044.50.28.448 W000.42.13.822
N044.50.28.504 W000.42.13.463
N044.50.28.532 W000.42.13.222
N044.50.28.542 W000.42.12.995
N044.50.28.535 W000.42.12.762
N044.50.28.510 W000.42.12.548
N044.50.28.462 W000.42.12.309
N044.50.28.383 W000.42.12.026
N044.50.28.290 W000.42.11.759
N044.50.28.187 W000.42.11.547
N044.50.28.039 W000.42.11.282
N044.50.27.853 W000.42.10.980
N044.50.27.647 W000.42.10.714
N044.50.27.403 W000.42.10.482
N044.50.27.133 W000.42.10.270
N044.50.23.367 W000.42.07.897


COLOR_RunwayConcrete       
N044.50.19.833 W000.42.04.287
N044.50.19.817 W000.42.04.384
N044.50.19.816 W000.42.04.457
N044.50.19.830 W000.42.04.520
N044.50.19.859 W000.42.04.581
N044.50.19.941 W000.42.04.645
N044.50.20.622 W000.42.05.075
N044.50.21.956 W000.42.05.905
N044.50.23.665 W000.42.06.969
N044.50.23.370 W000.42.07.900
N044.50.22.223 W000.42.07.178
N044.50.21.596 W000.42.06.803
N044.50.20.738 W000.42.06.352
N044.50.20.339 W000.42.06.160
N044.50.20.091 W000.42.06.056
N044.50.19.897 W000.42.05.986
N044.50.19.726 W000.42.05.931
N044.50.19.526 W000.42.05.879
N044.50.19.353 W000.42.05.847
N044.50.19.168 W000.42.05.823
N044.50.19.041 W000.42.05.820
N044.50.18.741 W000.42.05.847
N044.49.50.109 W000.42.46.749
N044.49.49.949 W000.42.47.002
N044.49.49.874 W000.42.47.138
N044.49.49.801 W000.42.47.302
N044.49.49.737 W000.42.47.487
N044.49.49.675 W000.42.47.697
N044.49.49.618 W000.42.47.916
N044.49.49.586 W000.42.48.096
N044.49.49.552 W000.42.48.365
N044.49.49.536 W000.42.48.630
N044.49.49.540 W000.42.48.914
N044.49.49.569 W000.42.49.309
N044.49.49.619 W000.42.49.757
N044.49.49.684 W000.42.50.193
N044.49.49.763 W000.42.50.628
N044.49.49.976 W000.42.51.650
N044.49.50.691 W000.42.55.020
N044.49.49.995 W000.42.55.308
N044.49.49.145 W000.42.51.180
N044.49.49.058 W000.42.50.806
N044.49.48.974 W000.42.50.581
N044.49.48.907 W000.42.50.461
N044.49.48.824 W000.42.50.345
N044.49.48.729 W000.42.50.241
N044.49.48.612 W000.42.50.142
N044.49.48.489 W000.42.50.066
N044.49.48.365 W000.42.50.031
N044.49.48.229 W000.42.50.017
N044.49.48.096 W000.42.50.025
N044.49.47.988 W000.42.50.047
N044.49.47.877 W000.42.50.094
N044.49.47.760 W000.42.50.163
N044.49.47.662 W000.42.50.271
N044.49.47.556 W000.42.50.411
N044.49.43.980 W000.42.55.456
N044.49.48.153 W000.43.15.470
N044.49.48.209 W000.43.15.637
N044.49.48.266 W000.43.15.778
N044.49.48.324 W000.43.15.896
N044.49.48.396 W000.43.16.015
N044.49.48.478 W000.43.16.131
N044.49.48.557 W000.43.16.224
N044.49.48.640 W000.43.16.303
N044.49.48.730 W000.43.16.362
N044.49.48.818 W000.43.16.399
N044.49.48.903 W000.43.16.403
N044.49.48.995 W000.43.16.387
N044.49.49.103 W000.43.16.348
N044.49.50.590 W000.43.15.723
N044.49.50.796 W000.43.16.702
N044.49.49.110 W000.43.17.381
N044.49.49.042 W000.43.17.415
N044.49.48.985 W000.43.17.458
N044.49.48.932 W000.43.17.508
N044.49.48.882 W000.43.17.571
N044.49.48.833 W000.43.17.657
N044.49.48.784 W000.43.17.762
N044.49.48.739 W000.43.17.887
N044.49.48.709 W000.43.17.987
N044.49.48.699 W000.43.18.060
N044.49.53.616 W000.43.41.532
N044.49.53.880 W000.43.41.441
N044.49.54.606 W000.43.44.880
N044.49.52.705 W000.43.45.647
N044.49.52.641 W000.43.45.340
N044.49.52.533 W000.43.45.260
N044.49.52.429 W000.43.45.171
N044.49.52.329 W000.43.45.055
N044.49.52.276 W000.43.44.974
N044.49.52.372 W000.43.42.656
N044.49.42.816 W000.42.57.172
N044.49.10.859 W000.43.42.819
N044.49.10.955 W000.43.42.955
N044.49.10.043 W000.43.44.254
N044.49.09.949 W000.43.44.124
N044.49.09.353 W000.43.44.977
N044.49.08.310 W000.43.43.530
N044.49.08.233 W000.43.43.395
N044.49.08.168 W000.43.43.256
N044.49.08.106 W000.43.43.104
N044.49.08.053 W000.43.42.935
N044.49.08.011 W000.43.42.754
N044.49.07.982 W000.43.42.581
N044.49.07.967 W000.43.42.395
N044.49.07.960 W000.43.42.196
N044.49.07.975 W000.43.41.976
N044.49.08.002 W000.43.41.779
N044.49.08.041 W000.43.41.614
N044.49.08.079 W000.43.41.473
N044.49.09.868 W000.43.40.780
N044.49.10.054 W000.43.40.695
N044.49.10.207 W000.43.40.606
N044.49.10.320 W000.43.40.527
N044.49.10.434 W000.43.40.428
N044.49.10.550 W000.43.40.322
N044.49.10.650 W000.43.40.202
N044.49.10.762 W000.43.40.051
N044.49.16.578 W000.43.31.755
N044.49.16.620 W000.43.31.559
N044.49.16.651 W000.43.31.352
N044.49.16.676 W000.43.31.125
N044.49.16.686 W000.43.30.898
N044.49.16.686 W000.43.30.688
N044.49.16.669 W000.43.30.458
N044.49.16.641 W000.43.30.232
N044.49.16.592 W000.43.29.994
N044.49.16.532 W000.43.29.775
N044.49.16.470 W000.43.29.586
N044.49.16.401 W000.43.29.423
N044.49.16.250 W000.43.29.137
N044.49.15.784 W000.43.28.399
N044.49.15.465 W000.43.27.936
N044.49.15.336 W000.43.27.746
N044.49.15.199 W000.43.27.508
N044.49.15.104 W000.43.27.316
N044.49.15.007 W000.43.27.106
N044.49.14.901 W000.43.26.835
N044.49.14.804 W000.43.26.538
N044.49.14.732 W000.43.26.284
N044.49.14.664 W000.43.26.004
N044.49.14.619 W000.43.25.776
N044.49.14.580 W000.43.25.535
N044.49.15.401 W000.43.25.280
N044.49.15.441 W000.43.25.524
N044.49.15.505 W000.43.25.821
N044.49.15.603 W000.43.26.163
N044.49.15.683 W000.43.26.397
N044.49.15.770 W000.43.26.617
N044.49.15.856 W000.43.26.821
N044.49.15.990 W000.43.27.079
N044.49.16.139 W000.43.27.310
N044.49.16.314 W000.43.27.529
N044.49.16.498 W000.43.27.716
N044.49.17.211 W000.43.28.423
N044.49.17.338 W000.43.28.537
N044.49.17.469 W000.43.28.632
N044.49.17.593 W000.43.28.706
N044.49.17.719 W000.43.28.770
N044.49.17.853 W000.43.28.814
N044.49.17.975 W000.43.28.847
N044.49.18.111 W000.43.28.871
N044.49.18.251 W000.43.28.883
N044.49.18.393 W000.43.28.875
N044.49.18.514 W000.43.28.858
N044.49.18.625 W000.43.28.831
N044.49.30.697 W000.43.11.904
N044.49.30.748 W000.43.11.741
N044.49.30.811 W000.43.11.443
N044.49.30.849 W000.43.11.115
N044.49.30.861 W000.43.10.733
N044.49.30.845 W000.43.10.359
N044.49.30.817 W000.43.10.104
N044.49.30.767 W000.43.09.823
N044.49.30.701 W000.43.09.563
N044.49.30.580 W000.43.09.222
N044.49.30.311 W000.43.08.570
N044.49.28.893 W000.43.05.491
N044.49.29.533 W000.43.04.924
N044.49.30.008 W000.43.05.991
N044.49.30.272 W000.43.06.582
N044.49.30.400 W000.43.06.841
N044.49.30.549 W000.43.07.119
N044.49.30.617 W000.43.07.229
N044.49.30.709 W000.43.07.351
N044.49.30.958 W000.43.07.665
N044.49.31.134 W000.43.07.882
N044.49.31.427 W000.43.08.207
N044.49.31.527 W000.43.08.305
N044.49.31.656 W000.43.08.406
N044.49.31.809 W000.43.08.494
N044.49.31.945 W000.43.08.538
N044.49.32.114 W000.43.08.564
N044.49.32.302 W000.43.08.569
N044.49.32.490 W000.43.08.540
N044.49.32.649 W000.43.08.479
N044.49.32.889 W000.43.08.363
N044.49.42.360 W000.42.54.916
N044.49.40.533 W000.42.46.177
N044.49.40.450 W000.42.45.935
N044.49.40.329 W000.42.45.693
N044.49.40.174 W000.42.45.461
N044.49.40.000 W000.42.45.311
N044.49.39.848 W000.42.45.244
N044.49.39.705 W000.42.45.221
N044.49.39.579 W000.42.45.215
N044.49.39.435 W000.42.45.246
N044.49.39.293 W000.42.45.311
N044.49.39.181 W000.42.45.389
N044.49.39.088 W000.42.45.477
N044.49.38.996 W000.42.45.577
N044.49.38.220 W000.42.46.696
N044.49.37.683 W000.42.45.983
N044.49.38.510 W000.42.44.812
N044.49.38.903 W000.42.44.259
N044.49.39.242 W000.42.43.769
N044.49.39.386 W000.42.43.556
N044.49.39.527 W000.42.43.324
N044.49.39.638 W000.42.43.067
N044.49.39.691 W000.42.42.866
N044.49.39.715 W000.42.42.692
N044.49.39.712 W000.42.42.345
N044.49.31.441 W000.42.02.924
N044.49.31.321 W000.42.02.378
N044.49.31.287 W000.42.02.260
N044.49.31.235 W000.42.02.121
N044.49.31.163 W000.42.01.976
N044.49.31.074 W000.42.01.829
N044.49.30.931 W000.42.01.630
N044.49.30.810 W000.42.01.487
N044.49.30.658 W000.42.01.349
N044.49.30.526 W000.42.01.255
N044.49.30.327 W000.42.01.142
N044.49.30.156 W000.42.01.067
N044.49.29.996 W000.42.01.033
N044.49.29.851 W000.42.01.019
N044.49.29.670 W000.42.01.028
N044.49.29.514 W000.42.01.058
N044.49.29.203 W000.42.01.159
N044.49.27.892 W000.42.01.714
N044.49.27.678 W000.42.01.821
N044.49.27.472 W000.42.01.938
N044.49.27.290 W000.42.02.056
N044.49.27.069 W000.42.02.219
N044.49.26.877 W000.42.01.622
N044.49.27.134 W000.42.01.423
N044.49.27.302 W000.42.01.314
N044.49.27.490 W000.42.01.212
N044.49.27.753 W000.42.01.081
N044.49.28.648 W000.42.00.703
N044.49.29.745 W000.42.00.258
N044.49.30.791 W000.41.59.874
N044.49.32.207 W000.41.59.340
N044.49.32.506 W000.41.59.203
N044.49.33.241 W000.41.58.850
N044.49.34.537 W000.41.58.251
N044.49.36.127 W000.41.57.623
N044.49.36.334 W000.41.58.598
N044.49.35.771 W000.41.58.794
N044.49.34.838 W000.41.59.163
N044.49.34.153 W000.41.59.461
N044.49.33.698 W000.41.59.669
N044.49.33.591 W000.41.59.722
N044.49.33.498 W000.41.59.789
N044.49.33.379 W000.41.59.916
N044.49.33.244 W000.42.00.096
N044.49.33.119 W000.42.00.300
N044.49.32.996 W000.42.00.536
N044.49.32.891 W000.42.00.787
N044.49.32.818 W000.42.01.057
N044.49.32.767 W000.42.01.378
N044.49.32.748 W000.42.01.629
N044.49.32.753 W000.42.01.886
N044.49.32.790 W000.42.02.189
N044.49.32.818 W000.42.02.362
N044.49.40.288 W000.42.37.703
N044.49.40.407 W000.42.37.988
N044.49.40.539 W000.42.38.243
N044.49.40.675 W000.42.38.454
N044.49.40.837 W000.42.38.651
N044.49.41.014 W000.42.38.837
N044.49.41.186 W000.42.38.957
N044.49.41.370 W000.42.39.058
N044.49.41.533 W000.42.39.101
N044.49.41.724 W000.42.39.110
N044.49.41.977 W000.42.39.095
N044.49.42.199 W000.42.39.047
N044.49.42.398 W000.42.38.964
N044.49.42.599 W000.42.38.854
N044.49.42.722 W000.42.38.754
N044.49.42.846 W000.42.38.617
N044.49.43.386 W000.42.39.387
N044.49.42.893 W000.42.40.051
N044.49.42.476 W000.42.40.612
N044.49.42.203 W000.42.41.007
N044.49.41.985 W000.42.41.381
N044.49.41.797 W000.42.41.739
N044.49.41.595 W000.42.42.160
N044.49.41.499 W000.42.42.382
N044.49.41.459 W000.42.42.528
N044.49.41.435 W000.42.42.698
N044.49.41.426 W000.42.42.918
N044.49.41.435 W000.42.43.216
N044.49.43.510 W000.42.53.321
N044.49.47.919 W000.42.47.036
N044.49.47.938 W000.42.46.944
N044.49.47.951 W000.42.46.823
N044.49.47.957 W000.42.46.684
N044.49.47.958 W000.42.46.506
N044.49.47.949 W000.42.46.289
N044.49.47.935 W000.42.46.020
N044.49.47.918 W000.42.45.818
N044.49.47.892 W000.42.45.592
N044.49.47.842 W000.42.45.235
N044.49.47.782 W000.42.44.850
N044.49.47.723 W000.42.44.497
N044.49.47.631 W000.42.44.000
N044.49.46.691 W000.42.39.540
N044.49.47.411 W000.42.39.242
N044.49.47.603 W000.42.40.151
N044.49.47.725 W000.42.40.730
N044.49.47.818 W000.42.41.168
N044.49.47.871 W000.42.41.412
N044.49.47.918 W000.42.41.613
N044.49.47.973 W000.42.41.825
N044.49.48.022 W000.42.41.999
N044.49.48.073 W000.42.42.153
N044.49.48.114 W000.42.42.288
N044.49.48.169 W000.42.42.448
N044.49.48.214 W000.42.42.570
N044.49.48.261 W000.42.42.688
N044.49.48.308 W000.42.42.816
N044.49.48.356 W000.42.42.927
N044.49.48.405 W000.42.43.036
N044.49.48.454 W000.42.43.137
N044.49.48.511 W000.42.43.244
N044.49.48.569 W000.42.43.345
N044.49.48.637 W000.42.43.445
N044.49.48.703 W000.42.43.530
N044.49.48.792 W000.42.43.629
N044.49.48.874 W000.42.43.713
N044.49.48.966 W000.42.43.788
N044.49.49.063 W000.42.43.858
N044.49.49.167 W000.42.43.920
N044.49.49.286 W000.42.43.971
N044.49.49.410 W000.42.44.011
N044.49.49.538 W000.42.44.042
N044.49.49.682 W000.42.44.056
N044.49.49.818 W000.42.44.047
N044.49.49.932 W000.42.44.035
N044.49.50.017 W000.42.44.014
N044.50.16.013 W000.42.06.858
N044.50.16.099 W000.42.06.699
N044.50.16.161 W000.42.06.558
N044.50.16.198 W000.42.06.399
N044.50.16.220 W000.42.06.247
N044.50.16.226 W000.42.06.050
N044.50.16.220 W000.42.05.921
N044.50.16.199 W000.42.05.790
N044.50.16.156 W000.42.05.643
N044.50.16.101 W000.42.05.497
N044.50.15.967 W000.42.05.223
N044.50.15.151 W000.42.03.592
N044.50.14.907 W000.42.03.118
N044.50.14.772 W000.42.02.917
N044.50.14.639 W000.42.02.745
N044.50.14.477 W000.42.02.554
N044.50.14.257 W000.42.02.324
