

COLOR_GrasSurface
N048.38.25.292 E004.54.00.787
N048.38.25.380 E004.54.00.586
N048.38.25.437 E004.54.00.291
N048.38.25.448 E004.53.59.981
N048.38.25.388 E004.53.59.671
N048.38.25.299 E004.53.59.490
N048.38.25.159 E004.53.59.362
N048.38.24.968 E004.53.59.256
N048.38.24.827 E004.53.59.161
N048.38.24.721 E004.53.59.005
N048.38.24.430 E004.53.58.213
N048.38.24.394 E004.53.57.998
N048.38.24.421 E004.53.57.754
N048.38.24.482 E004.53.57.556
N048.38.24.586 E004.53.57.386
N048.38.24.748 E004.53.57.219
N048.38.24.979 E004.53.56.899
N048.38.25.257 E004.53.56.468
N048.38.25.361 E004.53.56.326
N048.38.25.467 E004.53.56.278
N048.38.25.581 E004.53.56.269
N048.38.25.662 E004.53.56.306
N048.38.26.209 E004.53.56.874
N048.38.26.314 E004.53.56.996
N048.38.26.380 E004.53.57.227
N048.38.26.447 E004.53.57.507
N048.38.26.519 E004.53.57.750
N048.38.26.523 E004.53.57.750
N048.38.26.625 E004.53.57.900
N048.38.26.739 E004.53.57.988
N048.38.26.853 E004.53.58.038
N048.38.26.962 E004.53.58.042
N048.38.27.084 E004.53.58.015
N048.38.27.194 E004.53.57.968
N048.38.27.332 E004.53.57.864
N048.38.27.409 E004.53.57.753
N048.38.27.487 E004.53.57.547
N048.38.27.534 E004.53.57.312
N048.38.27.544 E004.53.57.079
N048.38.27.527 E004.53.56.869
N048.38.27.457 E004.53.56.679
N048.38.27.325 E004.53.56.474
N048.38.27.197 E004.53.56.349
N048.38.27.080 E004.53.56.299
N048.38.26.918 E004.53.56.295
N048.38.26.743 E004.53.56.346
N048.38.26.619 E004.53.56.332
N048.38.26.508 E004.53.56.267
N048.38.26.079 E004.53.55.820
N048.38.25.969 E004.53.55.660
N048.38.25.908 E004.53.55.452
N048.38.25.887 E004.53.55.251
N048.38.25.903 E004.53.55.031
N048.38.25.960 E004.53.54.845
N048.38.26.236 E004.53.54.215
N048.38.26.519 E004.53.53.438
N048.38.26.623 E004.53.53.184
N048.38.26.731 E004.53.53.057
N048.38.26.839 E004.53.53.009
N048.38.26.938 E004.53.53.045
N048.38.27.533 E004.53.53.523
N048.38.27.631 E004.53.53.653
N048.38.27.706 E004.53.53.822
N048.38.27.770 E004.53.54.099
N048.38.27.857 E004.53.54.337
N048.38.27.928 E004.53.54.502
N048.38.28.118 E004.53.54.640
N048.38.28.258 E004.53.54.687
N048.38.28.381 E004.53.54.668
N048.38.28.532 E004.53.54.609
N048.38.28.649 E004.53.54.512
N048.38.28.758 E004.53.54.343
N048.38.28.840 E004.53.54.124
N048.38.28.885 E004.53.53.910
N048.38.28.885 E004.53.53.717
N048.38.28.836 E004.53.53.507
N048.38.28.762 E004.53.53.314
N048.38.28.644 E004.53.53.112
N048.38.28.529 E004.53.52.994
N048.38.28.399 E004.53.52.918
N048.38.28.249 E004.53.52.926
N048.38.28.085 E004.53.52.961
N048.38.27.934 E004.53.52.959
N048.38.27.795 E004.53.52.915
N048.38.27.415 E004.53.52.578
N048.38.27.276 E004.53.52.399
N048.38.27.197 E004.53.52.200
N048.38.27.163 E004.53.51.972
N048.38.27.183 E004.53.51.762
N048.38.27.237 E004.53.51.608
N048.38.28.155 E004.53.49.194
N048.38.29.267 E004.53.46.308
N048.38.29.550 E004.53.45.518
N048.38.29.734 E004.53.44.830
N048.38.29.898 E004.53.44.115
N048.38.30.020 E004.53.43.524
N048.38.30.103 E004.53.42.844
N048.38.30.156 E004.53.42.175
N048.38.30.175 E004.53.41.493
N048.38.30.167 E004.53.40.830
N048.38.30.141 E004.53.40.148
N048.38.30.079 E004.53.39.412
N048.38.29.995 E004.53.38.337
N048.38.29.900 E004.53.37.355
N048.38.29.798 E004.53.36.435
N048.38.29.701 E004.53.35.518
N048.38.29.584 E004.53.34.492
N048.38.29.568 E004.53.34.273
N048.38.29.590 E004.53.34.092
N048.38.29.652 E004.53.33.950
N048.38.29.727 E004.53.33.846
N048.38.29.883 E004.53.33.781
N048.38.30.445 E004.53.33.641
N048.38.30.559 E004.53.33.681
N048.38.30.664 E004.53.33.767
N048.38.30.780 E004.53.33.874
N048.38.30.894 E004.53.33.948
N048.38.31.043 E004.53.33.966
N048.38.31.200 E004.53.33.948
N048.38.31.328 E004.53.33.886
N048.38.31.481 E004.53.33.729
N048.38.31.587 E004.53.33.494
N048.38.31.652 E004.53.33.238
N048.38.31.646 E004.53.32.976
N048.38.31.607 E004.53.32.760
N048.38.31.510 E004.53.32.532
N048.38.31.394 E004.53.32.374
N048.38.31.235 E004.53.32.254
N048.38.31.060 E004.53.32.229
N048.38.30.906 E004.53.32.259
N048.38.30.776 E004.53.32.368
N048.38.30.641 E004.53.32.600
N048.38.30.533 E004.53.32.776
N048.38.30.393 E004.53.32.909
N048.38.29.967 E004.53.33.020
N048.38.29.791 E004.53.33.045
N048.38.29.601 E004.53.32.979
N048.38.29.482 E004.53.32.853
N048.38.29.343 E004.53.32.595
N048.38.29.098 E004.53.30.511
N048.38.29.115 E004.53.30.302
N048.38.29.172 E004.53.30.125
N048.38.29.285 E004.53.29.995
N048.38.29.439 E004.53.29.933
N048.38.29.938 E004.53.29.799
N048.38.30.054 E004.53.29.802
N048.38.30.168 E004.53.29.859
N048.38.30.274 E004.53.29.952
N048.38.30.383 E004.53.30.066
N048.38.30.497 E004.53.30.122
N048.38.30.648 E004.53.30.146
N048.38.30.797 E004.53.30.089
N048.38.30.949 E004.53.29.978
N048.38.31.084 E004.53.29.789
N048.38.31.167 E004.53.29.556
N048.38.31.208 E004.53.29.286
N048.38.31.188 E004.53.29.026
N048.38.31.128 E004.53.28.804
N048.38.31.030 E004.53.28.615
N048.38.30.879 E004.53.28.457
N048.38.30.727 E004.53.28.400
N048.38.30.541 E004.53.28.390
N048.38.30.384 E004.53.28.447
N048.38.30.278 E004.53.28.542
N048.38.30.175 E004.53.28.690
N048.38.30.118 E004.53.28.842
N048.38.30.018 E004.53.28.997
N048.38.29.889 E004.53.29.096
N048.38.29.492 E004.53.29.173
N048.38.29.272 E004.53.29.174
N048.38.29.128 E004.53.29.125
N048.38.28.972 E004.53.28.948
N048.38.28.885 E004.53.28.663
N048.38.28.672 E004.53.26.588
N048.38.28.691 E004.53.26.372
N048.38.28.768 E004.53.26.227
N048.38.28.913 E004.53.26.124
N048.38.29.515 E004.53.25.955
N048.38.29.648 E004.53.25.986
N048.38.29.754 E004.53.26.056
